ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,ctrl_log_10_HL,os_log_10_HL,rs_uniprot,group_3,rs_half_life,rs_log_10_HL
Q9D967,ctrl,4.765240931,0.678084863,Q8CC21,iso,6.181418486,0.678084863,0.791088147,Q62417,CaNrf2-TG,7.119205248,0.852431514
Q9QZ06,ctrl,4.765240931,0.678084863,Q9EPL9,iso,6.181418486,0.678084863,0.791088147,Q99M04,CaNrf2-TG,7.110295744,0.851887665
Q5FW53,ctrl,4.75726087,0.677356967,O08997,iso,6.181446049,0.677356967,0.791090083,P18826,CaNrf2-TG,7.105812926,0.85161377
O88587,ctrl,4.749307492,0.676630289,P62880,iso,6.181446049,0.676630289,0.791090083,P62334,CaNrf2-TG,7.101408511,0.851344496
Q921L3,ctrl,4.745340767,0.676267405,Q99M87,iso,6.201660409,0.676267405,0.792507981,P24270,CaNrf2-TG,7.092543468,0.850802006
Q9JJU8,ctrl,4.741380663,0.675904824,Q9EPB4,iso,6.210161542,0.675904824,0.793102897,P49443,CaNrf2-TG,7.092543468,0.850802006
Q9R1P0,ctrl,4.741380663,0.675904824,P62264,iso,6.2152567,0.675904824,0.79345907,P57759,CaNrf2-TG,7.083628138,0.850255754
P54775,ctrl,4.739386886,0.675722163,Q8C1A5,iso,6.2152567,0.675722163,0.79345907,Q91VJ2,CaNrf2-TG,7.083628138,0.850255754
Q61553,ctrl,4.739386886,0.675722163,Q9D7H3,iso,6.215284565,0.675722163,0.793461017,P62141,CaNrf2-TG,7.059423863,0.848769259
Q3TC93,ctrl,4.733464089,0.675179087,Q9D517,iso,6.222091189,0.675179087,0.793936372,Q69ZP3,CaNrf2-TG,7.057231674,0.848634375
P62077,ctrl,4.733447926,0.675177604,P07356,iso,6.228912738,0.675177604,0.794412247,Q9CQV8,CaNrf2-TG,7.048476516,0.848095257
Q9CQR6,ctrl,4.725573906,0.67445456,Q8R4S0,iso,6.228912738,0.67445456,0.794412247,P60122,CaNrf2-TG,7.048476516,0.848095257
Q62261,ctrl,4.721646712,0.674093489,Q9CR59,iso,6.270158218,0.674093489,0.7972785,Q3UW53,CaNrf2-TG,7.048476516,0.848095257
Q8BH61,ctrl,4.717742094,0.673734196,Q9D1H8,iso,6.270158218,0.673734196,0.7972785,Q8VDM4,CaNrf2-TG,7.039743054,0.847556808
P97371,ctrl,4.717726039,0.673732718,Q3URD3,iso,6.277085629,0.673732718,0.797758053,Q00519,CaNrf2-TG,7.039743054,0.847556808
Q9R0M4,ctrl,4.717726039,0.673732718,Q99PT1,iso,6.278819874,0.673732718,0.797878024,P50516,CaNrf2-TG,7.035384434,0.847287834
O88543,ctrl,4.713811872,0.673372246,Q8CC86,iso,6.284028363,0.673372246,0.798238137,Q91Z83,CaNrf2-TG,7.031031207,0.847019026
Q03958,ctrl,4.707952785,0.672832099,Q8BT51,iso,6.290986473,0.672832099,0.798718751,Q9CZX7,CaNrf2-TG,7.031031207,0.847019026
Q9QYG0,ctrl,4.702108245,0.672292623,Q9JJV2,iso,6.290986473,0.672292623,0.798718751,P08032,CaNrf2-TG,7.022340897,0.846481908
P35564,ctrl,4.69433806,0.671574362,Q3TMP8,iso,6.304949021,0.671574362,0.799681579,P48722,CaNrf2-TG,7.013672042,0.845945454
Q9D1Q6,ctrl,4.686577669,0.670855819,Q9Z2W0,iso,6.312011042,0.670855819,0.80016775,O35609,CaNrf2-TG,6.996398383,0.844874531
Q8BUE4,ctrl,4.678842894,0.670138463,P0C605,iso,6.315519216,0.670138463,0.800409061,Q9QZH6,CaNrf2-TG,6.996363073,0.844872339
Q9D710,ctrl,4.678842894,0.670138463,Q8VCL2,iso,6.326038309,0.670138463,0.801131818,Q64314,CaNrf2-TG,6.979209599,0.843806241
P42225,ctrl,4.671149348,0.669423753,Q9Z0S1,iso,6.327828597,0.669423753,0.801254707,P51410,CaNrf2-TG,6.96203514,0.842736211
Q3TMP8,ctrl,4.663481061,0.668710217,P23242,iso,6.340157058,0.668710217,0.802100016,Q6A0A9,CaNrf2-TG,6.957807105,0.842472384
Q69ZP3,ctrl,4.65583791,0.667997852,O88844,iso,6.354368095,0.667997852,0.803072369,Q99PL6,CaNrf2-TG,6.955677564,0.842339442
O54950,ctrl,4.644420044,0.666931491,P47740,iso,6.361482935,0.666931491,0.803558366,Q6PIE5,CaNrf2-TG,6.955642664,0.842337263
Q3UPL0,ctrl,4.644404484,0.666930036,Q9DCS2,iso,6.361482935,0.666930036,0.803558366,G5E8K5,CaNrf2-TG,6.932338348,0.840879751
Q8BG67,ctrl,4.640626523,0.666576618,Q9CWG8,iso,6.368613725,0.666576618,0.804044908,P35564,CaNrf2-TG,6.928077048,0.840612709
Q6ZPR5,ctrl,4.633058042,0.665867741,Q60676,iso,6.375760519,0.665867741,0.804531996,P97372,CaNrf2-TG,6.923890146,0.840350169
Q8K1N1,ctrl,4.633058042,0.665867741,Q8K183,iso,6.375760519,0.665867741,0.804531996,P27773,CaNrf2-TG,6.919639223,0.840083452
Q8K010,ctrl,4.61421369,0.664097703,Q8K2I3,iso,6.375760519,0.664097703,0.804531996,P63168,CaNrf2-TG,6.919639223,0.840083452
Q99P30,ctrl,4.612340752,0.663921385,Q9DBJ1,iso,6.393697877,0.663921385,0.805752111,D3Z7P3,CaNrf2-TG,6.919639223,0.840083452
P61087,ctrl,4.610469334,0.663745138,Q9CXW2,iso,6.40450882,0.663745138,0.806485828,Q9D2R6,CaNrf2-TG,6.907020951,0.839290773
Q9D1X0,ctrl,4.602998822,0.663040864,Q9CY73,iso,6.40450882,0.663040864,0.806485828,Q921L3,CaNrf2-TG,6.907020951,0.839290773
P35235,ctrl,4.599272637,0.662689155,Q9DCB8,iso,6.411795759,0.662689155,0.80697968,Q8BZA9,CaNrf2-TG,6.902825082,0.839026868
Q6URW6,ctrl,4.593694657,0.662162124,Q5I1X5,iso,6.426300336,0.662162124,0.807961019,Q9EPK7,CaNrf2-TG,6.894448617,0.838499539
Q8R1Q8,ctrl,4.591838336,0.66198659,Q9CZN8,iso,6.426300336,0.66198659,0.807961019,Q99JI6,CaNrf2-TG,6.894448617,0.838499539
Q9JIS8,ctrl,4.591838336,0.66198659,Q9JHK4,iso,6.426300336,0.66198659,0.807961019,Q7M6Y3,CaNrf2-TG,6.890233757,0.838233956
Q7TMY8,ctrl,4.577041604,0.66058486,Q8VDT9,iso,6.433547404,0.66058486,0.808450505,Q9JHK4,CaNrf2-TG,6.886092456,0.837972849
Q9CQB5,ctrl,4.565976408,0.659533663,Q8VCM8,iso,6.440870685,0.659533663,0.80894458,P62960,CaNrf2-TG,6.877756527,0.837446798
Q99KJ8,ctrl,4.558649273,0.65883618,Q9WUB3,iso,6.455507256,0.65883618,0.809930374,Q9DB70,CaNrf2-TG,6.873596126,0.837184011
Q9Z0E6,ctrl,4.554994517,0.658487858,Q99LC8,iso,6.492391377,0.658487858,0.812404692,Q99KK9,CaNrf2-TG,6.869440756,0.836921382
P31428,ctrl,4.544065325,0.657444566,P63325,iso,6.50726331,0.657444566,0.81339838,Q9CX56,CaNrf2-TG,6.861145069,0.836396602
P84091,ctrl,4.544065325,0.657444566,Q9QXS1,iso,6.511022526,0.657444566,0.813649198,Q9CYT6,CaNrf2-TG,6.856970818,0.836132301
P21956,ctrl,4.536808287,0.656750428,P32921,iso,6.514755472,0.656750428,0.813898119,Q8C3X8,CaNrf2-TG,6.844546071,0.835344651
Q8BPB5,ctrl,4.536808287,0.656750428,P47911,iso,6.514786087,0.656750428,0.81390016,Q62261,CaNrf2-TG,6.840459492,0.835085275
Q7TMK9,ctrl,4.53679344,0.656749006,Q91V76,iso,6.522264905,0.656749006,0.814398434,P32020,CaNrf2-TG,6.83219994,0.834560567
Q9JHU4,ctrl,4.533188454,0.656403774,P50396,iso,6.52410659,0.656403774,0.814521048,P80314,CaNrf2-TG,6.828094456,0.83429952
P35123,ctrl,4.529574392,0.656057397,Q63918,iso,6.526010757,0.656057397,0.814647785,Q9JK23,CaNrf2-TG,6.81989827,0.833777896
Q8JZQ9,ctrl,4.529574392,0.656057397,Q9D967,iso,6.527885297,0.656057397,0.814772515,Q9D1Q6,CaNrf2-TG,6.811721737,0.833256898
P80317,ctrl,4.527754734,0.655882893,Q68FH4,iso,6.529760914,0.655882893,0.81489728,O35075,CaNrf2-TG,6.803564788,0.832736525
Q9JLC8,ctrl,4.522348777,0.655364053,O09061,iso,6.537274173,0.655364053,0.8153967,Q6P549,CaNrf2-TG,6.79542735,0.832216774
Q9JLN9,ctrl,4.515146177,0.654671815,P13707,iso,6.537274173,0.654671815,0.8153967,Q8R0N6,CaNrf2-TG,6.79542735,0.832216774
Q62523,ctrl,4.50978494,0.654155832,Q9EPX2,iso,6.544804741,0.654155832,0.815896694,O88587,CaNrf2-TG,6.79542735,0.832216774
P50136,ctrl,4.507981143,0.653982091,P58771,iso,6.55232171,0.653982091,0.816395213,O70228,CaNrf2-TG,6.79542735,0.832216774
O35382,ctrl,4.493719079,0.652605919,Q9CPW9,iso,6.559918047,0.652605919,0.816898414,Q9QXG4,CaNrf2-TG,6.79542735,0.832216774
Q93092,ctrl,4.490167653,0.652262557,Q91XD6,iso,6.563707286,0.652262557,0.817149205,Q5SW19,CaNrf2-TG,6.787309355,0.831697644
P57780,ctrl,4.486621835,0.651919466,Q05BC3,iso,6.567500905,0.651919466,0.817400141,P07901,CaNrf2-TG,6.787309355,0.831697644
P14602,ctrl,4.474255453,0.650720776,Q99N95,iso,6.567500905,0.650720776,0.817400141,P54923,CaNrf2-TG,6.771131414,0.830661243
O54890,ctrl,4.47249439,0.650549804,O88531,iso,6.582719335,0.650549804,0.818405339,Q6ZQB6,CaNrf2-TG,6.771098341,0.830659121
P99027,ctrl,4.465435211,0.649863793,P62843,iso,6.582719335,0.649863793,0.818405339,O70194,CaNrf2-TG,6.767065939,0.830400408
P14211,ctrl,4.463695455,0.649694556,Q8R2G4,iso,6.582719335,0.649694556,0.818405339,Q3UUQ7,CaNrf2-TG,6.755030411,0.829627309
P57776,ctrl,4.461928332,0.64952259,P15116,iso,6.590355029,0.64952259,0.818908811,O08788,CaNrf2-TG,6.748979403,0.829238103
P68254,ctrl,4.457566805,0.649097861,Q9CPS6,iso,6.601873282,0.649097861,0.819667184,Q61990,CaNrf2-TG,6.747008591,0.829111263
Q6PAV2,ctrl,4.454931073,0.648840989,Q80YV4,iso,6.613368768,0.648840989,0.82042274,P53810,CaNrf2-TG,6.742972023,0.828851358
O54879,ctrl,4.451440667,0.648500589,Q03249,iso,6.628864157,0.648500589,0.821439119,P10630,CaNrf2-TG,6.740971939,0.828722519
P61759,ctrl,4.451440667,0.648500589,Q9Z2M7,iso,6.632701755,0.648500589,0.821690469,P70362,CaNrf2-TG,6.734978799,0.828336233
P53810,ctrl,4.444476237,0.647820589,P62743,iso,6.644368637,0.647820589,0.82245372,Q8BKC5,CaNrf2-TG,6.73098929,0.8280789
P08113,ctrl,4.437533566,0.647141651,Q9CQN3,iso,6.654063882,0.647141651,0.823086966,Q8BRF7,CaNrf2-TG,6.73098929,0.8280789
Q8BMK4,ctrl,4.437533566,0.647141651,P16045,iso,6.659945815,0.647141651,0.823470696,P63005,CaNrf2-TG,6.730956608,0.828076791
Q61316,ctrl,4.435801286,0.646972082,Q8VCT3,iso,6.659945815,0.646972082,0.823470696,P12382,CaNrf2-TG,6.726971861,0.827819611
Q68FL6,ctrl,4.434070358,0.64680258,P31001,iso,6.683449013,0.64680258,0.825000639,Q60737,CaNrf2-TG,6.719016504,0.827305708
Q8VE88,ctrl,4.434070358,0.64680258,P54116,iso,6.683449013,0.64680258,0.825000639,Q3TXS7,CaNrf2-TG,6.715045877,0.827048984
Q9WTM5,ctrl,4.413375997,0.644770929,P63158,iso,6.68738235,0.644770929,0.825256155,Q9D898,CaNrf2-TG,6.704167023,0.826344825
Q9QXG4,ctrl,4.409950378,0.644433703,P68368,iso,6.699210188,0.644433703,0.826023604,Q9EPL8,CaNrf2-TG,6.703194516,0.826281822
Q61151,ctrl,4.406530073,0.644096738,Q9CPR4,iso,6.699242562,0.644096738,0.826025703,Q8C1B7,CaNrf2-TG,6.703162104,0.826279722
Q8BLF1,ctrl,4.406530073,0.644096738,P51410,iso,6.71107994,0.644096738,0.826792412,Q8BGK2,CaNrf2-TG,6.693291044,0.82563971
Q8R5J9,ctrl,4.40311507,0.643760035,Q8C0C7,iso,6.715045877,0.643760035,0.827048984,P11983,CaNrf2-TG,6.691320319,0.82551182
Q6IRU2,ctrl,4.396300918,0.643087411,Q8K1J6,iso,6.722991829,0.643087411,0.827562583,Q9Z2U1,CaNrf2-TG,6.691320319,0.82551182
Q3UIZ8,ctrl,4.389507824,0.642415828,Q9CZX8,iso,6.730956608,0.642415828,0.828076791,Q01339,CaNrf2-TG,6.683481234,0.825002733
Q6PEB6,ctrl,4.382735692,0.641745281,O35682,iso,6.742972023,0.641745281,0.828851358,Q9CXT8,CaNrf2-TG,6.683449013,0.825000639
Q91YN9,ctrl,4.382735692,0.641745281,Q6ZQ38,iso,6.747008591,0.641745281,0.829111263,Q78ZA7,CaNrf2-TG,6.683449013,0.825000639
P05977,ctrl,4.379343621,0.641409023,Q7TPR4,iso,6.747008591,0.641409023,0.829111263,P50136,CaNrf2-TG,6.677557675,0.824617648
P80315,ctrl,4.37260279,0.640740028,Q05793,iso,6.751017118,0.640740028,0.829369209,P55096,CaNrf2-TG,6.667761825,0.823980078
P55096,ctrl,4.365868929,0.640070693,Q91W89,iso,6.754997496,0.640070693,0.829625192,Q91X72,CaNrf2-TG,6.652148107,0.82296191
Q9DBG5,ctrl,4.355841153,0.639072034,Q9CQS4,iso,6.763071329,0.639072034,0.830143968,O88738,CaNrf2-TG,6.652148107,0.82296191
Q68EF0,ctrl,4.355827466,0.639070669,O09172,iso,6.779210733,0.639070669,0.831179134,P26638,CaNrf2-TG,6.648224213,0.822705658
Q6P6L0,ctrl,4.355827466,0.639070669,Q9ES83,iso,6.779210733,0.639070669,0.831179134,Q62087,CaNrf2-TG,6.636607341,0.821946123
Q8BUV3,ctrl,4.34915878,0.638405263,Q80X85,iso,6.787309355,0.638405263,0.831697644,P42227,CaNrf2-TG,6.636607341,0.821946123
P42932,ctrl,4.342510482,0.637740875,Q6P5F9,iso,6.791365927,0.637740875,0.831957131,P48410,CaNrf2-TG,6.62883246,0.821437043
P26043,ctrl,4.339193949,0.637409062,Q99KK9,iso,6.791399197,0.637409062,0.831959259,Q8CIE6,CaNrf2-TG,6.624967676,0.821183764
O89053,ctrl,4.335882478,0.637077502,Q9ER35,iso,6.79542735,0.637077502,0.832216774,Q3UMB9,CaNrf2-TG,6.62113902,0.820932707
Q99JB8,ctrl,4.335882478,0.637077502,Q9WVK4,iso,6.79542735,0.637077502,0.832216774,P26039,CaNrf2-TG,6.613400317,0.820424812
P29758,ctrl,4.330911207,0.63657928,P48774,iso,6.807640819,0.63657928,0.832996634,Q8C129,CaNrf2-TG,6.613368768,0.82042274
Q8C878,ctrl,4.330911207,0.63657928,Q8R016,iso,6.815807551,0.63657928,0.833517319,P08003,CaNrf2-TG,6.607631772,0.820045833
P11499,ctrl,4.327612362,0.636248353,Q8CCK0,iso,6.828094456,0.636248353,0.83429952,Q9CPS6,CaNrf2-TG,6.605679684,0.81991751
Q8VIJ6,ctrl,4.327612362,0.636248353,P62962,iso,6.836310365,0.636248353,0.834821771,Q8C6I2,CaNrf2-TG,6.605679684,0.81991751
Q9Z1N5,ctrl,4.322660026,0.63575108,Q9D0I6,iso,6.844546071,0.63575108,0.835344651,P49813,CaNrf2-TG,6.598008458,0.819412868
Q8BZJ7,ctrl,4.319373734,0.635420783,Q9WV92,iso,6.844546071,0.635420783,0.835344651,P47941,CaNrf2-TG,6.59421089,0.819162832
Q61035,ctrl,4.316092434,0.635090737,Q9Z210,iso,6.844546071,0.635090737,0.835344651,P11499,CaNrf2-TG,6.59229807,0.819036836
Q78JE5,ctrl,4.316092434,0.635090737,Q61234,iso,6.846641912,0.635090737,0.835477614,P97855,CaNrf2-TG,6.590355029,0.818908811
Q60710,ctrl,4.312816116,0.634760942,P62852,iso,6.852869394,0.634760942,0.835872455,O88545,CaNrf2-TG,6.582750593,0.818407401
P20029,ctrl,4.309544768,0.634431397,Q9DCN2,iso,6.852869394,0.634431397,0.835872455,Q8BWY3,CaNrf2-TG,6.582719335,0.818405339
Q91YR1,ctrl,4.309544768,0.634431397,Q8K3C3,iso,6.857004734,0.634431397,0.836134449,P97371,CaNrf2-TG,6.575101314,0.817902449
Q61599,ctrl,4.307910955,0.634266718,Q9QVP4,iso,6.869440756,0.634266718,0.836921382,P18760,CaNrf2-TG,6.559918047,0.816898414
Q8VEE1,ctrl,4.306291756,0.63410345,P62631,iso,6.877756527,0.63410345,0.837446798,Q99P72,CaNrf2-TG,6.548576536,0.816146908
Q99P72,ctrl,4.30627838,0.634102101,Q8QZR5,iso,6.886092456,0.634102101,0.837972849,P80317,CaNrf2-TG,6.54103729,0.815646625
P01867,ctrl,4.303016939,0.633773056,P47753,iso,6.890233757,0.633773056,0.838233956,Q9QYR6,CaNrf2-TG,6.537274173,0.8153967
P57759,ctrl,4.303016939,0.633773056,P59325,iso,6.894448617,0.633773056,0.838499539,E9QAT4,CaNrf2-TG,6.514786087,0.81390016
Q9ES46,ctrl,4.296495539,0.633114365,Q05816,iso,6.915428013,0.633114365,0.839819065,P70265,CaNrf2-TG,6.514755472,0.813898119
Q63844,ctrl,4.283538332,0.631802658,Q9WTI7,iso,6.915428013,0.631802658,0.839819065,Q9DBS1,CaNrf2-TG,6.511022526,0.813649198
Q9JMC3,ctrl,4.283538332,0.631802658,P06801,iso,6.928077048,0.631802658,0.840612709,P68254,CaNrf2-TG,6.50726331,0.81339838
Q9CQE8,ctrl,4.280324449,0.63147669,Q8BTZ7,iso,6.936535476,0.63147669,0.841142612,Q8CIN4,CaNrf2-TG,6.50726331,0.81339838
Q9CX56,ctrl,4.26423528,0.629841159,Q9Z2Y8,iso,6.936535476,0.629841159,0.841142612,Q91WK2,CaNrf2-TG,6.50726331,0.81339838
Q99KQ4,ctrl,4.257843891,0.629189734,P61804,iso,6.945014584,0.629189734,0.841673162,Q9Z1Z2,CaNrf2-TG,6.50726331,0.81339838
P51410,ctrl,4.251471633,0.628539286,O89112,iso,6.949296752,0.628539286,0.841940857,Q9JKF7,CaNrf2-TG,6.499818837,0.812901252
Q8VDM4,ctrl,4.248279632,0.628213095,Q9D1B9,iso,6.953514446,0.628213095,0.842204361,Q61301,CaNrf2-TG,6.496133424,0.812654936
P14685,ctrl,4.240365956,0.627403339,Q8BZW8,iso,6.955677564,0.627403339,0.842339442,O70252,CaNrf2-TG,6.496102984,0.812652901
P56565,ctrl,4.240352985,0.627402011,P47754,iso,7.005024564,0.627402011,0.845409663,O88543,CaNrf2-TG,6.484980873,0.811908699
Q62418,ctrl,4.240352985,0.627402011,Q8VDP6,iso,7.013672042,0.627402011,0.845945454,Q921J2,CaNrf2-TG,6.484980873,0.811908699
O35074,ctrl,4.238784165,0.627241303,P62702,iso,7.018003792,0.627241303,0.846213599,P23242,CaNrf2-TG,6.477617533,0.811415302
P63242,ctrl,4.238784165,0.627241303,Q9D892,iso,7.018003792,0.627241303,0.846213599,Q8BU30,CaNrf2-TG,6.470210499,0.81091841
Q9JMA1,ctrl,4.232442942,0.626591112,Q9DCU6,iso,7.031031207,0.626591112,0.847019026,Q9Z1G4,CaNrf2-TG,6.470210499,0.81091841
P46638,ctrl,4.226159313,0.625945865,Q11011,iso,7.035384434,0.625945865,0.847287834,Q61937,CaNrf2-TG,6.466528413,0.81067119
A2A8U2,ctrl,4.22614643,0.625944541,P15532,iso,7.039778802,0.625944541,0.847559013,Q9CR88,CaNrf2-TG,6.462850515,0.810424111
Q9Z1W9,ctrl,4.216736711,0.624976485,Q8R238,iso,7.048476516,0.624976485,0.848095257,O08917,CaNrf2-TG,6.455507256,0.809930374
Q6P5E4,ctrl,4.213609443,0.624654279,Q9Z1Q9,iso,7.068242294,0.624654279,0.849311428,Q8BIW1,CaNrf2-TG,6.440870685,0.80894458
P80318,ctrl,4.201146618,0.623367839,P21956,iso,7.07044133,0.623367839,0.849446523,P62821,CaNrf2-TG,6.440840761,0.808942562
O08579,ctrl,4.194942812,0.622726045,Q91V64,iso,7.079215023,0.622726045,0.849985104,P39447,CaNrf2-TG,6.433577261,0.808452521
O54984,ctrl,4.191835099,0.62240419,P14131,iso,7.092543468,0.62240419,0.850802006,P36536,CaNrf2-TG,6.429906917,0.808204686
P23927,ctrl,4.182564765,0.621442675,P59999,iso,7.096936889,0.621442675,0.851070943,Q68EF0,CaNrf2-TG,6.422638287,0.807713464
Q9Z2C5,ctrl,4.176415676,0.620803717,P12970,iso,7.110295744,0.620803717,0.851887665,Q8VE96,CaNrf2-TG,6.411795759,0.80697968
P51163,ctrl,4.174881228,0.620644125,Q8BZF8,iso,7.112521028,0.620644125,0.852023563,O08539,CaNrf2-TG,6.40450882,0.806485828
P47941,ctrl,4.165698166,0.619687799,P50462,iso,7.114747707,0.619687799,0.852159504,Q5EBG6,CaNrf2-TG,6.391899601,0.805629945
Q60936,ctrl,4.162646115,0.619369491,P21981,iso,7.128100457,0.619369491,0.852973812,Q9QXB9,CaNrf2-TG,6.375789842,0.804533993
P53612,ctrl,4.156555412,0.618733575,P62830,iso,7.128137108,0.618733575,0.852976045,O88653,CaNrf2-TG,6.368613725,0.804044908
Q91Z83,ctrl,4.15503552,0.618574741,Q9CZM2,iso,7.132611448,0.618574741,0.853248566,Q80U63,CaNrf2-TG,6.368613725,0.804044908
Q9ER00,ctrl,4.15503552,0.618574741,Q62165,iso,7.134850726,0.618574741,0.853384891,Q9ES74,CaNrf2-TG,6.368613725,0.804044908
Q7M6Y3,ctrl,4.151999069,0.618257247,Q9CXI0,iso,7.137054665,0.618257247,0.853519023,P61222,CaNrf2-TG,6.357923524,0.8033153
Q9R069,ctrl,4.151999069,0.618257247,P56501,iso,7.141577001,0.618257247,0.853794123,Q9Z0U1,CaNrf2-TG,6.354368095,0.803072369
Q9CQM9,ctrl,4.14593946,0.617622956,P16125,iso,7.146068235,0.617622956,0.854067159,Q8VEK3,CaNrf2-TG,6.35081664,0.802829574
Q9WU28,ctrl,4.144414931,0.61746323,P98203,iso,7.146068235,0.61746323,0.854067159,P70261,CaNrf2-TG,6.347269153,0.802586915
P70414,ctrl,4.133848497,0.616354556,P23492,iso,7.150565121,0.616354556,0.854340366,Q7TPW1,CaNrf2-TG,6.340186054,0.802102003
P54726,ctrl,4.127841714,0.615723035,Q99MQ4,iso,7.150565121,0.615723035,0.854340366,Q69ZR2,CaNrf2-TG,6.33665043,0.801859749
P62821,ctrl,4.124844864,0.615407619,P27612,iso,7.164126824,0.615407619,0.855163265,Q9JK48,CaNrf2-TG,6.326067177,0.801133799
Q8K2I1,ctrl,4.124844864,0.615407619,P35979,iso,7.17766574,0.615407619,0.85598323,Q9QUI0,CaNrf2-TG,6.326067177,0.801133799
O08788,ctrl,4.121852362,0.615092432,P58774,iso,7.182202495,0.615092432,0.856257645,P17225,CaNrf2-TG,6.322518442,0.800890105
Q91VR5,ctrl,4.121852362,0.615092432,Q9DCA2,iso,7.182202495,0.615092432,0.856257645,P29341,CaNrf2-TG,6.319031293,0.800650506
Q99JI4,ctrl,4.118864199,0.614777473,P97351,iso,7.19129323,0.614777473,0.856806998,Q8VHX6,CaNrf2-TG,6.311982303,0.800165773
Q80VP1,ctrl,4.103988138,0.613206097,Q99N93,iso,7.19129323,0.613206097,0.856806998,O88685,CaNrf2-TG,6.290986473,0.798718751
Q5FWK3,ctrl,4.101013679,0.612891218,P17742,iso,7.191330534,0.612891218,0.856809251,Q7TNG5,CaNrf2-TG,6.277114051,0.79776002
Q9DCG9,ctrl,4.101001548,0.612889933,P55264,iso,7.200407007,0.612889933,0.857357046,Q8CGA0,CaNrf2-TG,6.273648402,0.797520176
Q8BHG2,ctrl,4.098055643,0.612577851,O55222,iso,7.227962841,0.612577851,0.859015911,Q8BTX9,CaNrf2-TG,6.270158218,0.7972785
O89103,ctrl,4.098043529,0.612576567,Q9JII6,iso,7.227962841,0.612576567,0.859015911,P68510,CaNrf2-TG,6.256349167,0.796320979
P46471,ctrl,4.092140275,0.611950513,Q62407,iso,7.23482815,0.611950513,0.85942822,Q3UHJ0,CaNrf2-TG,6.256349167,0.796320979
P80313,ctrl,4.082583677,0.610935095,P28271,iso,7.241782172,0.610935095,0.859845457,Q9D0M5,CaNrf2-TG,6.249467425,0.795843009
P70670,ctrl,4.078919937,0.610545181,P14824,iso,7.246400365,0.610545181,0.860122325,Q9R0Q7,CaNrf2-TG,6.235749261,0.794888644
Q9D6K5,ctrl,4.075993676,0.610233502,Q61171,iso,7.251024453,0.610233502,0.86039937,Q8BP47,CaNrf2-TG,6.228912738,0.794412247
Q9WU78,ctrl,4.074532119,0.610077746,Q8VE22,iso,7.255654446,0.610077746,0.860676591,Q9EQP2,CaNrf2-TG,6.228912738,0.794412247
Q6PDI5,ctrl,4.071612149,0.609766402,P23506,iso,7.264932193,0.609766402,0.861231565,Q7TMY8,CaNrf2-TG,6.222091189,0.793936372
P12815,ctrl,4.06869636,0.60945528,P60603,iso,7.264932193,0.60945528,0.861231565,O08808,CaNrf2-TG,6.161308272,0.789672939
Q9Z2U1,ctrl,4.06869636,0.60945528,Q99N94,iso,7.264932193,0.60945528,0.861231565,P70670,CaNrf2-TG,6.147973999,0.788732022
Q61233,ctrl,4.051265273,0.607590681,Q9DC71,iso,7.274233697,0.607590681,0.861787249,P31230,CaNrf2-TG,6.147973999,0.788732022
Q80U93,ctrl,4.051265273,0.607590681,Q7TSQ8,iso,7.31167912,0.607590681,0.864017124,Q9JMA1,CaNrf2-TG,6.147973999,0.788732022
P36993,ctrl,4.049833224,0.607437139,P22315,iso,7.316386922,0.607437139,0.864296665,Q00623,CaNrf2-TG,6.137983933,0.788025747
Q9QZQ1,ctrl,4.048390365,0.607282383,Q9DBL1,iso,7.316386922,0.607282383,0.864296665,E9PVA8,CaNrf2-TG,6.134670171,0.787791218
P56812,ctrl,4.045495924,0.606971768,Q9WV55,iso,7.323460002,0.606971768,0.864716314,O88746,CaNrf2-TG,6.121477856,0.786856283
Q8BVQ5,ctrl,4.036872645,0.606045048,Q61133,iso,7.335317723,0.606045048,0.86541893,O09061,CaNrf2-TG,6.095155517,0.784984791
Q8BRT1,ctrl,4.02828605,0.605120302,Q9CR57,iso,7.36865405,0.605120302,0.867388167,Q9R099,CaNrf2-TG,6.095155517,0.784984791
O35678,ctrl,4.026858501,0.604966369,Q9D2V7,iso,7.382977814,0.604966369,0.868231563,Q6PDI5,CaNrf2-TG,6.088650377,0.784521037
Q8R010,ctrl,4.011210373,0.60327544,Q8R2Y8,iso,7.397436319,0.60327544,0.869081235,P17426,CaNrf2-TG,6.075601782,0.783589301
Q6ZQ73,ctrl,3.999902941,0.602049453,Q9CWJ9,iso,7.397436319,0.602049453,0.869081235,P40124,CaNrf2-TG,6.062608997,0.78265956
P18760,ctrl,3.997088918,0.60174381,P16858,iso,7.402255239,0.60174381,0.869364056,E9Q557,CaNrf2-TG,6.059402585,0.782429808
Q9CQ80,ctrl,3.988670556,0.600828167,Q61160,iso,7.404667054,0.600828167,0.869505536,Q01341,CaNrf2-TG,6.059402585,0.782429808
Q6P8X1,ctrl,3.983077987,0.60021881,Q9CQV7,iso,7.407080441,0.60021881,0.869647061,Q8VEE1,CaNrf2-TG,6.049724465,0.781735595
Q9JLV5,ctrl,3.983077987,0.60021881,Q9Z2I8,iso,7.407080441,0.60021881,0.869647061,P37040,CaNrf2-TG,6.049724465,0.781735595
