ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,ctrl_log_10_HL,os_log_10_HL,rs_uniprot,group_3,rs_half_life,rs_log_10_HL
Q8VCF0,ctrl,5.641029823,0.751358396,O08600,iso,5.201776938,0.751358396,0.716151725,P06801,CaNrf2-TG,8.330795531,0.920686475
Q68FD5,ctrl,5.635434564,0.750927411,O70318,iso,5.201776938,0.750927411,0.716151725,P24369,CaNrf2-TG,8.324692311,0.92036819
Q99JW4,ctrl,5.635434564,0.750927411,Q8BSF4,iso,5.206543834,0.750927411,0.716549529,Q9QZQ1,CaNrf2-TG,8.306436188,0.919414733
O70435,ctrl,5.618715189,0.749637018,Q8BFW7,iso,5.213710581,0.749637018,0.717146919,P26369,CaNrf2-TG,8.294309858,0.918780256
Q8CHS7,ctrl,5.618692416,0.749635258,Q9D6Y9,iso,5.223316671,0.749635258,0.717946356,Q9WTX6,CaNrf2-TG,8.294309858,0.918780256
A2AUC9,ctrl,5.607623945,0.748778882,Q9D1X0,iso,5.2305297,0.748778882,0.718545672,O54950,CaNrf2-TG,8.282218883,0.918146704
O70209,ctrl,5.602094727,0.748350448,Q99KC8,iso,5.232958225,0.748350448,0.718747268,Q80W54,CaNrf2-TG,8.267105345,0.917353472
P08003,ctrl,5.599311589,0.748134636,Q61739,iso,5.235349463,0.748134636,0.718945676,Q9CPU0,CaNrf2-TG,8.258093185,0.916879779
Q8BG05,ctrl,5.59102384,0.747491344,Q5FW52,iso,5.237762677,0.747491344,0.719145817,P40336,CaNrf2-TG,8.258043993,0.916877192
Q922E4,ctrl,5.59102384,0.747491344,Q3UQN2,iso,5.259602089,0.747491344,0.720952889,P80318,CaNrf2-TG,8.249100653,0.916406603
Q5SSK3,ctrl,5.580041544,0.746637432,Q8C052,iso,5.259602089,0.746637432,0.720952889,P62858,CaNrf2-TG,8.246058443,0.916246408
Q922B2,ctrl,5.57048975,0.745893379,O35075,iso,5.269358161,0.745893379,0.721757719,Q9QZ88,CaNrf2-TG,8.234107633,0.91561654
Q922P9,ctrl,5.569102308,0.745785196,Q8R146,iso,5.269358161,0.745785196,0.721757719,P51660,CaNrf2-TG,8.22224018,0.914990159
Q3UTJ2,ctrl,5.566374197,0.745572398,O88545,iso,5.274249782,0.745572398,0.722160694,P02463,CaNrf2-TG,8.222191414,0.914987583
A2AN08,ctrl,5.531150447,0.742815471,Q62417,iso,5.279150493,0.742815471,0.722564043,O08638,CaNrf2-TG,8.222191414,0.914987583
Q3U7R1,ctrl,5.531150447,0.742815471,P05064,iso,5.28406032,0.742815471,0.722967767,P29758,CaNrf2-TG,8.216294924,0.91467602
Q64514,ctrl,5.504313422,0.740703155,Q65CL1,iso,5.284080461,0.740703155,0.722969422,Q68FD5,CaNrf2-TG,8.210309634,0.914359536
Q9JKF7,ctrl,5.498985962,0.740282611,Q9D8S4,iso,5.313752879,0.740282611,0.725401353,O88569,CaNrf2-TG,8.198462146,0.913732396
Q9DBF1,ctrl,5.484388483,0.73912821,P62827,iso,5.318727311,0.73912821,0.725807725,P68037,CaNrf2-TG,8.192551214,0.913419165
Q8BIW1,ctrl,5.483065281,0.739023417,Q9CQF9,iso,5.323711064,0.739023417,0.726214477,P13020,CaNrf2-TG,8.1866488,0.91310616
Q8BGK2,ctrl,5.467236521,0.737767863,O54901,iso,5.338718522,0.737767863,0.727437024,P35235,CaNrf2-TG,8.1866488,0.91310616
P97355,ctrl,5.461980557,0.73735015,Q9DCD0,iso,5.338718522,0.73735015,0.727437024,P17427,CaNrf2-TG,8.1866488,0.91310616
Q9D517,ctrl,5.461980557,0.73735015,Q9Z0F7,iso,5.338718522,0.73735015,0.727437024,Q9JHR7,CaNrf2-TG,8.18220342,0.912870272
O70493,ctrl,5.446251728,0.736097711,O35955,iso,5.35381083,0.736097711,0.728663022,P61982,CaNrf2-TG,8.180754884,0.91279338
P48722,ctrl,5.430613228,0.734848873,P50580,iso,5.366453091,0.734848873,0.729687337,P70372,CaNrf2-TG,8.163123947,0.911856391
P50752,ctrl,5.422838214,0.734226648,Q99PR8,iso,5.366473865,0.734226648,0.729689019,Q9CWE0,CaNrf2-TG,8.157263843,0.91154451
P97384,ctrl,5.420272681,0.734021135,Q149B8,iso,5.369009505,0.734021135,0.729894173,P11798,CaNrf2-TG,8.157215844,0.911541954
O88544,ctrl,5.415085432,0.733605313,Q99JY9,iso,5.369009505,0.733605313,0.729894173,B7ZMP1,CaNrf2-TG,8.151412148,0.911232852
P61164,ctrl,5.415085432,0.733605313,P97429,iso,5.393239112,0.733605313,0.731849675,Q3UN02,CaNrf2-TG,8.139686114,0.910607658
Q08857,ctrl,5.399646181,0.732365303,Q9JK42,iso,5.394519309,0.732365303,0.731952752,P47857,CaNrf2-TG,8.128041424,0.909985908
Q9JI46,ctrl,5.397060516,0.732157288,Q8K273,iso,5.409929214,0.732157288,0.733191583,Q01405,CaNrf2-TG,8.093259158,0.908123447
Q811I0,ctrl,5.394519309,0.731952752,Q9DAR7,iso,5.409929214,0.731952752,0.733191583,Q6PCP5,CaNrf2-TG,8.081793947,0.907507774
Q921T2,ctrl,5.391938551,0.731744934,Q7TNG8,iso,5.420251488,0.731744934,0.734019437,Q8BL86,CaNrf2-TG,8.070267212,0.906887915
P70168,ctrl,5.384294718,0.731128824,Q920Q6,iso,5.428040334,0.731128824,0.734643066,Q9QZ06,CaNrf2-TG,8.056010281,0.906120012
Q64010,ctrl,5.384294718,0.731128824,Q9CQV5,iso,5.430613228,0.731128824,0.734848873,Q91YQ5,CaNrf2-TG,8.050256155,0.9058097
Q91ZJ5,ctrl,5.381723731,0.7309214,O08553,iso,5.443642622,0.7309214,0.735889606,Q91VR5,CaNrf2-TG,8.041756984,0.905350945
Q8BZA9,ctrl,5.379196944,0.730717445,O08759,iso,5.446230332,0.730717445,0.736096005,P80315,CaNrf2-TG,8.036023194,0.905041182
Q9CQN1,ctrl,5.374108813,0.730306456,Q61792,iso,5.451498888,0.730306456,0.736515928,Q9JK53,CaNrf2-TG,8.036023194,0.905041182
Q60864,ctrl,5.37408798,0.730304772,Q61738,iso,5.459334863,0.730304772,0.737139734,Q8CBE3,CaNrf2-TG,8.036023194,0.905041182
Q9DCZ1,ctrl,5.368988711,0.729892491,Q8VI36,iso,5.459334863,0.729892491,0.737139734,Q91VI7,CaNrf2-TG,8.030344091,0.904734155
Q9WV35,ctrl,5.366453091,0.729687337,P20152,iso,5.461980557,0.729687337,0.73735015,Q8VCT4,CaNrf2-TG,8.019056319,0.904123264
O55013,ctrl,5.363919864,0.729482281,O54734,iso,5.47250261,0.729482281,0.738185977,Q91YN9,CaNrf2-TG,8.007661469,0.903505705
Q9D5V5,ctrl,5.361409763,0.729279001,Q6P5E4,iso,5.480420792,0.729279001,0.738813905,Q9JIG7,CaNrf2-TG,8.002068558,0.903202268
P40936,ctrl,5.35886058,0.729072458,Q9CQD1,iso,5.493668806,0.729072458,0.739862474,P97390,CaNrf2-TG,7.99081402,0.902591023
Q8R3B1,ctrl,5.35886058,0.729072458,P62889,iso,5.498985962,0.729072458,0.740282611,Q99KC8,CaNrf2-TG,7.973991447,0.901675766
Q8K3C3,ctrl,5.351289523,0.728458448,Q99LP6,iso,5.498985962,0.728458448,0.740282611,Q64010,CaNrf2-TG,7.973945581,0.901673267
P63328,ctrl,5.348770588,0.728253971,Q9CQN1,iso,5.498985962,0.728253971,0.740282611,Q9WVK4,CaNrf2-TG,7.968399652,0.901371108
Q9WUM3,ctrl,5.341227995,0.727641117,P62192,iso,5.520357915,0.727641117,0.741967236,P09528,CaNrf2-TG,7.96835385,0.901368612
Q6NZC7,ctrl,5.338718522,0.727437024,Q9QUM9,iso,5.520357915,0.727437024,0.741967236,P61358,CaNrf2-TG,7.959980943,0.900912028
Q9CZW5,ctrl,5.334958731,0.727131064,O08917,iso,5.525770937,0.727131064,0.742392878,Q65CL1,CaNrf2-TG,7.957239557,0.900762433
P46978,ctrl,5.333706643,0.727029126,Q3TCJ1,iso,5.525770937,0.727029126,0.742392878,P50580,CaNrf2-TG,7.957193883,0.90075994
Q8BG32,ctrl,5.333706643,0.727029126,Q99JY4,iso,5.53651833,0.727029126,0.743236742,Q99KI3,CaNrf2-TG,7.951671224,0.900458415
Q00519,ctrl,5.321197595,0.726009386,P61202,iso,5.536540441,0.726009386,0.743238477,Q7TSH2,CaNrf2-TG,7.951625614,0.900455924
Q61879,ctrl,5.313752879,0.725401353,O35206,iso,5.547352006,0.725401353,0.744085725,Q9CQJ6,CaNrf2-TG,7.946110678,0.90015461
Q9D666,ctrl,5.313732511,0.725399689,P08074,iso,5.560925987,0.725399689,0.745147115,P60670,CaNrf2-TG,7.943287806,0.900000298
Q9CPW4,ctrl,5.308787744,0.724995362,P68040,iso,5.569102308,0.724995362,0.745785196,Q811D0,CaNrf2-TG,7.940512422,0.899848529
Q8CI94,ctrl,5.305049676,0.724689455,Q99L43,iso,5.580041544,0.724689455,0.746637432,O35459,CaNrf2-TG,7.934967466,0.89954515
P50580,ctrl,5.303831879,0.724589749,Q80UY1,iso,5.588296742,0.724589749,0.747279459,Q9CZR2,CaNrf2-TG,7.934922048,0.899542665
Q9CR88,ctrl,5.301337141,0.724385424,P26369,iso,5.59102384,0.724385424,0.747491344,Q923T9,CaNrf2-TG,7.934922048,0.899542665
Q9WV60,ctrl,5.29884475,0.724181195,P63017,iso,5.593798743,0.724181195,0.747706837,P18242,CaNrf2-TG,7.923855464,0.898936545
P62196,ctrl,5.291442208,0.723574057,O55143,iso,5.607601262,0.723574057,0.748777125,Q3B7Z2,CaNrf2-TG,7.901814644,0.897726838
Q8R0N6,ctrl,5.288979288,0.723371866,P02463,iso,5.607623945,0.723371866,0.748778882,Q1XH17,CaNrf2-TG,7.890840151,0.897123246
P49312,ctrl,5.279150493,0.722564043,Q8VE62,iso,5.62427728,0.722564043,0.750066724,Q9D819,CaNrf2-TG,7.890840151,0.897123246
Q9DBG6,ctrl,5.279150493,0.722564043,P50136,iso,5.629850394,0.722564043,0.750496854,Q8CC27,CaNrf2-TG,7.890840151,0.897123246
P18572,ctrl,5.271802837,0.721959159,Q9D0I9,iso,5.629850394,0.721959159,0.750496854,P42932,CaNrf2-TG,7.874435451,0.896219427
P58252,ctrl,5.271802837,0.721959159,P97390,iso,5.632641095,0.721959159,0.750712079,P62196,CaNrf2-TG,7.868982365,0.895918572
P48787,ctrl,5.264475605,0.721355118,P62874,iso,5.641029823,0.721355118,0.751358396,P84091,CaNrf2-TG,7.868982365,0.895918572
Q91W90,ctrl,5.264475605,0.721355118,Q1XH17,iso,5.646636204,0.721355118,0.751789808,Q3UTJ2,CaNrf2-TG,7.852668327,0.895017255
Q9CZ44,ctrl,5.264475605,0.721355118,Q6P4T2,iso,5.646636204,0.721355118,0.751789808,P23927,CaNrf2-TG,7.841829831,0.894417414
P26040,ctrl,5.259602089,0.720952889,Q8CIB5,iso,5.646636204,0.720952889,0.751789808,Q9Z1F9,CaNrf2-TG,7.836421794,0.894117804
Q8R2G4,ctrl,5.259602089,0.720952889,Q920M5,iso,5.646636204,0.720952889,0.751789808,O35678,CaNrf2-TG,7.836377497,0.894115349
Q99K48,ctrl,5.259602089,0.720952889,Q9WUQ2,iso,5.646636204,0.720952889,0.751789808,P00329,CaNrf2-TG,7.836377497,0.894115349
Q6ZWY3,ctrl,5.257168714,0.720751915,O54984,iso,5.652253739,0.720751915,0.75222165,P47811,CaNrf2-TG,7.825628069,0.893519203
P70170,ctrl,5.249882077,0.720149548,P34022,iso,5.652253739,0.720149548,0.75222165,P63085,CaNrf2-TG,7.809493117,0.892622846
Q6PAM0,ctrl,5.247457685,0.719948945,P97927,iso,5.657882463,0.719948945,0.752653921,P68181,CaNrf2-TG,7.804129575,0.892324472
P31230,ctrl,5.245035531,0.719748435,Q8CC35,iso,5.660701031,0.719748435,0.752870218,P61211,CaNrf2-TG,7.798773395,0.892026301
Q9JHK4,ctrl,5.225699104,0.718144399,P97372,iso,5.662134495,0.718144399,0.752980181,Q99KJ8,CaNrf2-TG,7.785371333,0.891279332
Q91V92,ctrl,5.220897085,0.717745132,P06151,iso,5.663522409,0.717745132,0.753086623,P56387,CaNrf2-TG,7.782748878,0.891133018
Q80SU7,ctrl,5.211319474,0.716947698,P55096,iso,5.66917361,0.716947698,0.753519757,Q99JY9,CaNrf2-TG,7.782705185,0.891130579
Q9D773,ctrl,5.211319474,0.716947698,Q8CBY8,iso,5.66917361,0.716947698,0.753519757,Q9D1X0,CaNrf2-TG,7.777378363,0.890833228
Q8VDQ1,ctrl,5.200586578,0.716052331,Q9D8S9,iso,5.66917361,0.716052331,0.753519757,Q9WU78,CaNrf2-TG,7.772058828,0.890536079
O08663,ctrl,5.192269286,0.715357208,Q6PHZ2,iso,5.6748361,0.715357208,0.753953323,Q922E6,CaNrf2-TG,7.772058828,0.890536079
Q8BTZ7,ctrl,5.192269286,0.715357208,Q9JI46,iso,5.680556466,0.715357208,0.754390881,O35566,CaNrf2-TG,7.772015255,0.890533644
P70268,ctrl,5.182796325,0.714564142,Q9JK53,iso,5.6947676,0.714564142,0.755476005,Q02053,CaNrf2-TG,7.761398105,0.88993996
Q9CWU6,ctrl,5.180414125,0.714364479,P01867,iso,5.697623047,0.714364479,0.755693713,Q9Z1N5,CaNrf2-TG,7.727091814,0.888016073
P26516,ctrl,5.178072796,0.714168152,P53986,iso,5.700481359,0.714168152,0.75591153,Q6NSR8,CaNrf2-TG,7.724465426,0.887868434
Q9R233,ctrl,5.178072796,0.714168152,O55234,iso,5.703366004,0.714168152,0.756131243,P08074,CaNrf2-TG,7.719260985,0.887575725
O55142,ctrl,5.175694934,0.71396867,P10637,iso,5.703366004,0.71396867,0.756131243,P61087,CaNrf2-TG,7.708744515,0.886983652
P99026,ctrl,5.17451648,0.713869774,Q9Z2C5,iso,5.709097039,0.713869774,0.756567425,Q9D173,CaNrf2-TG,7.708744515,0.886983652
Q9Z1Z0,ctrl,5.170984334,0.713573222,O08529,iso,5.714839603,0.713573222,0.757004046,Q8R081,CaNrf2-TG,7.69829941,0.886394798
O35459,ctrl,5.166282301,0.713178134,Q6P069,iso,5.714839603,0.713178134,0.757004046,Q99LD4,CaNrf2-TG,7.69829941,0.886394798
Q99LF4,ctrl,5.166282301,0.713178134,O35864,iso,5.723475142,0.713178134,0.757659801,O08532,CaNrf2-TG,7.687882572,0.885806741
Q05BC3,ctrl,5.159245262,0.712586174,Q99KQ4,iso,5.723498772,0.712586174,0.757661594,P50752,CaNrf2-TG,7.677493887,0.885219479
P54797,ctrl,5.159226061,0.712584558,Q9D7N3,iso,5.726359458,0.712584558,0.757878606,Q63850,CaNrf2-TG,7.677493887,0.885219479
O35381,ctrl,5.154545378,0.712190367,Q9R1P1,iso,5.729246682,0.712190367,0.758097522,P56565,CaNrf2-TG,7.66713324,0.884633011
Q9CWZ7,ctrl,5.154545378,0.712190367,Q9D5T0,iso,5.772955163,0.712190367,0.761398184,Q9QYG0,CaNrf2-TG,7.664547446,0.884486517
Q7TSE6,ctrl,5.149873179,0.711796534,Q9JMH6,iso,5.775889578,0.711796534,0.761618882,A2AUC9,CaNrf2-TG,7.656800519,0.884047333
Q9CPS6,ctrl,5.149873179,0.711796534,Q63844,iso,5.778826977,0.711796534,0.761839691,Q91ZV0,CaNrf2-TG,7.651602362,0.883752393
P84084,ctrl,5.135907266,0.710617174,Q99J99,iso,5.781767365,0.710617174,0.762060613,P54775,CaNrf2-TG,7.636218402,0.882878341
Q9R0Q3,ctrl,5.135907266,0.710617174,P58064,iso,5.784710747,0.710617174,0.762281648,O88487,CaNrf2-TG,7.636218402,0.882878341
Q9DC29,ctrl,5.13126878,0.710224764,Q62219,iso,5.796514305,0.710224764,0.763166912,Q6PA06,CaNrf2-TG,7.636218402,0.882878341
Q3TJZ6,ctrl,5.126638664,0.709832709,Q8C6I2,iso,5.796514305,0.709832709,0.763166912,P01872,CaNrf2-TG,7.62081239,0.88200127
Q02357,ctrl,5.112798316,0.708658662,Q91VH6,iso,5.805398633,0.708658662,0.763832046,Q6RUT7,CaNrf2-TG,7.615662967,0.881707716
Q99JY3,ctrl,5.101302878,0.70768111,P62858,iso,5.814310237,0.70768111,0.764498201,Q9JIF7,CaNrf2-TG,7.605468417,0.881125967
Q9Z0F7,ctrl,5.101302878,0.70768111,O35593,iso,5.826235022,0.70768111,0.765387999,Q6WVG3,CaNrf2-TG,7.600423039,0.880837766
P39061,ctrl,5.099032497,0.70748778,Q61598,iso,5.826235022,0.70748778,0.765387999,Q9CQ22,CaNrf2-TG,7.595301124,0.880544997
Q3ULF4,ctrl,5.099032497,0.70748778,Q8C3X8,iso,5.838208822,0.70748778,0.766279625,Q8BVG4,CaNrf2-TG,7.595301124,0.880544997
Q91VI7,ctrl,5.099032497,0.70748778,Q8R3B1,iso,5.838208822,0.70748778,0.766279625,Q80X90,CaNrf2-TG,7.585160979,0.879964802
Q91XD2,ctrl,5.099032497,0.70748778,Q91YI0,iso,5.847270845,0.70748778,0.766953211,Q9Z0N1,CaNrf2-TG,7.5801425,0.87967737
Q9CRB6,ctrl,5.089859016,0.706705753,Q9D7X3,iso,5.850281316,0.706705753,0.76717675,P09055,CaNrf2-TG,7.575047873,0.879385382
Q9Z2U0,ctrl,5.089859016,0.706705753,Q99JI6,iso,5.856311565,0.706705753,0.767624174,A2AWA9,CaNrf2-TG,7.575047873,0.879385382
Q9CXV1,ctrl,5.078484988,0.705734173,Q9WTL7,iso,5.868409436,0.705734173,0.768520407,O35387,CaNrf2-TG,7.575047873,0.879385382
P12382,ctrl,5.071684939,0.705152267,Q9EQH3,iso,5.883602246,0.705152267,0.769643305,P25911,CaNrf2-TG,7.564961698,0.878806734
P61014,ctrl,5.06716168,0.704764762,O70433,iso,5.89275575,0.704764762,0.77031844,Q9D517,CaNrf2-TG,7.559928676,0.878517698
Q9JIF9,ctrl,5.06716168,0.704764762,P62259,iso,5.89275575,0.704764762,0.77031844,P61979,CaNrf2-TG,7.554902347,0.878228855
Q9WVL3,ctrl,5.062646483,0.704377602,Q8JZN7,iso,5.89275575,0.704377602,0.77031844,Q9DBP5,CaNrf2-TG,7.524884171,0.876499819
P37040,ctrl,5.058139325,0.703990788,Q99JR5,iso,5.89275575,0.703990788,0.77031844,Q8BJY1,CaNrf2-TG,7.514931053,0.875925
P47955,ctrl,5.040190662,0.702446965,Q99JW2,iso,5.89275575,0.702446965,0.77031844,P42208,CaNrf2-TG,7.514931053,0.875925
Q8BP47,ctrl,5.026776081,0.70128954,Q9D7N9,iso,5.89581325,0.70128954,0.770543719,Q9Z0H4,CaNrf2-TG,7.505004229,0.875350941
Q8VE97,ctrl,5.026776081,0.70128954,O54946,iso,5.898873925,0.70128954,0.770769114,Q9QYB5,CaNrf2-TG,7.504963599,0.87534859
Q91V41,ctrl,5.026776081,0.70128954,P29341,iso,5.901962906,0.70128954,0.770996476,P35283,CaNrf2-TG,7.500050645,0.875064196
Q9JKV1,ctrl,5.026776081,0.70128954,O35459,iso,5.905004818,0.70128954,0.771220256,P14602,CaNrf2-TG,7.495103596,0.87477764
Q9CWE0,ctrl,5.024571538,0.701099034,O88342,iso,5.920413235,0.701099034,0.772352021,Q9DCT8,CaNrf2-TG,7.495103596,0.87477764
O08528,ctrl,5.02013189,0.700715127,Q99L04,iso,5.923474201,0.700715127,0.772576501,Q8VDQ8,CaNrf2-TG,7.4901226,0.874488926
Q9D8W5,ctrl,5.017915007,0.700523301,Q8BJY1,iso,5.923499511,0.700523301,0.772578357,Q91VJ4,CaNrf2-TG,7.485148219,0.874200405
O70591,ctrl,5.017896844,0.700521729,P10833,iso,5.929656363,0.700521729,0.773029526,Q80X50,CaNrf2-TG,7.485148219,0.874200405
G5E8K5,ctrl,5.013468978,0.700138332,Q8K3H0,iso,5.942110421,0.700138332,0.773940718,O55131,CaNrf2-TG,7.475299871,0.873628619
P27773,ctrl,5.013468978,0.700138332,Q9DCV7,iso,5.942110421,0.700138332,0.773940718,P46460,CaNrf2-TG,7.475299871,0.873628619
Q9R0Q7,ctrl,5.000232144,0.698990168,Q9CRD2,iso,5.948331565,0.698990168,0.774395168,Q6PHZ2,CaNrf2-TG,7.460615995,0.872774687
Q07076,ctrl,4.995835385,0.69860812,P47757,iso,5.951421474,0.69860812,0.774620708,Q9R069,CaNrf2-TG,7.455720815,0.872489637
Q91VJ4,ctrl,4.991446352,0.698226408,P52480,iso,5.954540172,0.698226408,0.77484823,Q9R1P0,CaNrf2-TG,7.455680717,0.872487301
Q9D8S9,ctrl,4.98923677,0.698034114,Q8BH64,iso,5.954565749,0.698034114,0.774850095,P47809,CaNrf2-TG,7.455680717,0.872487301
P97494,ctrl,4.98269138,0.697463988,P54822,iso,5.960813014,0.697463988,0.775305499,Q9JJZ2,CaNrf2-TG,7.426444319,0.870780929
O35593,ctrl,4.973967067,0.696702905,P84084,iso,5.960813014,0.696702905,0.775305499,O09172,CaNrf2-TG,7.426444319,0.870780929
P62204,ctrl,4.965255467,0.695941598,O70251,iso,5.967073402,0.695941598,0.77576138,P54797,CaNrf2-TG,7.416749741,0.870213625
Q60902,ctrl,4.95875507,0.695372658,Q8CI94,iso,5.968640555,0.695372658,0.775875425,Q64514,CaNrf2-TG,7.402215714,0.869361737
O88492,ctrl,4.95225398,0.69480291,Q8VBW6,iso,5.973346954,0.69480291,0.776217741,Q80UJ7,CaNrf2-TG,7.397436319,0.869081235
Q505F5,ctrl,4.950096628,0.694613677,Q8BGK2,iso,5.97648868,0.694613677,0.776446101,Q9CWX2,CaNrf2-TG,7.392584248,0.868796283
O54962,ctrl,4.947941155,0.694424526,Q8VCT4,iso,5.979633711,0.694424526,0.776674582,Q8BG32,CaNrf2-TG,7.387777908,0.868513831
Q811D0,ctrl,4.947941155,0.694424526,Q91Z49,iso,5.979633711,0.694424526,0.776674582,Q7TQI3,CaNrf2-TG,7.363839651,0.867104323
Q99KC8,ctrl,4.941485985,0.693857568,O88456,iso,5.985933716,0.693857568,0.777131903,Q3U5Q7,CaNrf2-TG,7.363839651,0.867104323
Q8CGC7,ctrl,4.935047635,0.693291349,Q8K1M6,iso,5.985933716,0.693291349,0.777131903,Q9R0N0,CaNrf2-TG,7.363839651,0.867104323
Q8VHX6,ctrl,4.932905245,0.693102773,Q9JLJ2,iso,5.985933716,0.693102773,0.777131903,Q3UHZ5,CaNrf2-TG,7.354307728,0.866541798
Q9DCT8,ctrl,4.926489222,0.692537537,O35083,iso,5.992247009,0.692537537,0.777589707,P70195,CaNrf2-TG,7.344761537,0.8659777
Q9JK42,ctrl,4.926489222,0.692537537,P26516,iso,5.998573634,0.692537537,0.778047994,Q9CWZ7,CaNrf2-TG,7.340017161,0.865697075
Q8BZ52,ctrl,4.925421507,0.692443402,Q9D6K8,iso,5.998573634,0.692443402,0.778047994,P45591,CaNrf2-TG,7.330546772,0.865136369
P10126,ctrl,4.920072405,0.691971494,P37804,iso,5.99859959,0.691971494,0.778049874,Q8R1B4,CaNrf2-TG,7.32110079,0.864576386
O08585,ctrl,4.905187784,0.690655638,Q9EP69,iso,6.004913632,0.690655638,0.778506765,Q9D8W5,CaNrf2-TG,7.32110079,0.864576386
P47857,ctrl,4.892515832,0.68953224,P35700,iso,6.017633919,0.68953224,0.779425764,Q8R2Y2,CaNrf2-TG,7.316425535,0.864298957
Q9CXI5,ctrl,4.890410203,0.689345289,P50516,iso,6.017633919,0.689345289,0.779425764,P60229,CaNrf2-TG,7.316386922,0.864296665
O88685,ctrl,4.888306386,0.689158418,Q9Z1Q2,iso,6.017633919,0.689158418,0.779425764,Q61738,CaNrf2-TG,7.31167912,0.864017124
P51660,ctrl,4.888306386,0.689158418,Q9CVB6,iso,6.030460676,0.689158418,0.78035049,Q7TNC9,CaNrf2-TG,7.292908343,0.862900755
Q6ZWV3,ctrl,4.884104176,0.688784919,P62274,iso,6.033636523,0.688784919,0.780579144,P07724,CaNrf2-TG,7.28355905,0.862343646
P26039,ctrl,4.871540785,0.687666343,P61982,iso,6.033662783,0.687666343,0.780581034,Q01815,CaNrf2-TG,7.264932193,0.861231565
Q9WV55,ctrl,4.871540785,0.687666343,Q9ES46,iso,6.036868293,0.687666343,0.780811701,Q62093,CaNrf2-TG,7.246400365,0.860122325
Q9Z1T1,ctrl,4.871540785,0.687666343,P48787,iso,6.062635511,0.687666343,0.782661459,Q6IRU2,CaNrf2-TG,7.246362487,0.860120055
P18872,ctrl,4.859041861,0.686550641,P50752,iso,6.069111721,0.686550641,0.783125132,P83741,CaNrf2-TG,7.237169861,0.859568766
P35585,ctrl,4.854889794,0.686179376,Q6TCG2,iso,6.072355018,0.686179376,0.783357154,Q02013,CaNrf2-TG,7.237169861,0.859568766
Q8VEH6,ctrl,4.846573023,0.685434761,O08638,iso,6.088623636,0.685434761,0.784519129,Q9WUA3,CaNrf2-TG,7.227962841,0.859015911
Q9WUZ7,ctrl,4.846573023,0.685434761,Q91YJ5,iso,6.098453544,0.685434761,0.78521972,Q9DBG6,CaNrf2-TG,7.218741629,0.858461498
P09055,ctrl,4.842459143,0.685065965,Q9CZJ2,iso,6.101701428,0.685065965,0.785450953,Q80WJ7,CaNrf2-TG,7.202726485,0.857496923
Q9Z2Y3,ctrl,4.838318469,0.684694451,Q8K4G5,iso,6.1115467,0.684694451,0.786151135,P10126,CaNrf2-TG,7.200407007,0.857357046
Q8K2C9,ctrl,4.830091986,0.683955402,Q8R010,iso,6.114862494,0.683955402,0.786386695,P97927,CaNrf2-TG,7.200407007,0.857357046
Q8C0M9,ctrl,4.813722659,0.682481065,P62855,iso,6.121477856,0.682481065,0.786856283,Q8C5W3,CaNrf2-TG,7.200407007,0.857357046
P97493,ctrl,4.805579532,0.681745769,Q8R2Z5,iso,6.121477856,0.681745769,0.786856283,Q8C7E7,CaNrf2-TG,7.19129323,0.856806998
Q61937,ctrl,4.805579532,0.681745769,P97352,iso,6.128080458,0.681745769,0.787324459,P14685,CaNrf2-TG,7.182202495,0.856257645
Q9CXW2,ctrl,4.805579532,0.681745769,Q64737,iso,6.128080458,0.681745769,0.787324459,Q8BG67,CaNrf2-TG,7.182202495,0.856257645
Q9JKF1,ctrl,4.801518291,0.681378588,P45591,iso,6.141328483,0.681378588,0.788262327,P08113,CaNrf2-TG,7.173134714,0.855708987
Q6PHZ2,ctrl,4.795422697,0.680826894,P97494,iso,6.141328483,0.680826894,0.788262327,Q9JHU4,CaNrf2-TG,7.164089801,0.855161021
Q62465,ctrl,4.793416369,0.680645155,Q8BH69,iso,6.141328483,0.680645155,0.788262327,Q9D1M0,CaNrf2-TG,7.164089801,0.855161021
Q61033,ctrl,4.793399794,0.680643653,Q9QUR6,iso,6.144622209,0.680643653,0.788495186,Q60649,CaNrf2-TG,7.164089801,0.855161021
Q9D0E1,ctrl,4.781281639,0.679544326,Q3UM45,iso,6.154633913,0.679544326,0.789202226,O88492,CaNrf2-TG,7.15506767,0.854613746
O88545,ctrl,4.773247809,0.678813982,Q8BJ03,iso,6.167997122,0.678813982,0.790144162,Q8R361,CaNrf2-TG,7.150565121,0.854340366
P10852,ctrl,4.773247809,0.678813982,Q8R0P4,iso,6.167997122,0.678813982,0.790144162,Q9DBG5,CaNrf2-TG,7.137091409,0.853521259
P24547,ctrl,4.773247809,0.678813982,P09541,iso,6.174700511,0.678813982,0.790615898,E9Q4Z2,CaNrf2-TG,7.128137108,0.852976045
P97379,ctrl,4.765240931,0.678084863,Q61733,iso,6.174700511,0.678084863,0.790615898,Q9Z2W0,CaNrf2-TG,7.128137108,0.852976045
Q6PDM2,ctrl,4.765240931,0.678084863,P62849,iso,6.181418486,0.678084863,0.791088147,Q61239,CaNrf2-TG,7.123668378,0.852703694
