uniprot,group,half_life,log_10_HL
Q9QZF2,ctrl,1.304268891,0.115367136
Q9ET54,ctrl,1.301875543,0.114569469
Q8VBT1,ctrl,1.294750334,0.112186032
P39876,ctrl,1.288581245,0.110111806
P01898,ctrl,1.287705084,0.10981641
P54823,ctrl,1.280733726,0.107458846
Q61703,ctrl,1.278427077,0.10667596
Q02819,ctrl,1.273837444,0.105114011
Q8K2I3,ctrl,1.267017348,0.102782561
Q7TPV4,ctrl,1.256363736,0.099115392
P20918,ctrl,1.224397215,0.087922333
O08677,ctrl,1.212889916,0.083821385
Q61702,ctrl,1.210302993,0.082894107
P01887,ctrl,1.180610722,0.072106723
Q9CXW3,ctrl,1.153743511,0.062109272
Q9DBN5,ctrl,1.135288816,0.055106359
P21460,ctrl,1.128071928,0.052336792
P11152,ctrl,1.122718281,0.050270794
Q8BGN2,ctrl,1.106959718,0.044131817
Q921U8,ctrl,1.101805004,0.04210474
P26262,ctrl,1.073070459,0.030628239
P11276,ctrl,1.070238901,0.029480733
Q80XB4,ctrl,1.041959943,0.017851023
Q9DBD0,ctrl,1.02097666,0.009015814
P16675,ctrl,1.018778256,0.008079667
Q9DCF9,ctrl,1.018048055,0.007768278
P50518,ctrl,1.006498276,0.002813035
P03953,ctrl,0.984168867,-0.006930377
P07309,ctrl,0.981447335,-0.008133
P42227,ctrl,0.972372092,-0.012167514
P54728,ctrl,0.96872193,-0.013800869
Q8BJU0,ctrl,0.946518944,-0.02387069
P06684,ctrl,0.94235607,-0.025784967
Q00623,ctrl,0.941106673,-0.026361147
Q8N7N5,ctrl,0.930008172,-0.031513235
Q91ZB0,ctrl,0.890344168,-0.050442082
Q64314,ctrl,0.862224166,-0.064379809
A6H6E2,ctrl,0.847805568,-0.071703736
Q07456,ctrl,0.831906727,-0.079925364
Q8R361,ctrl,0.816593209,-0.087994236
Q920Q8,ctrl,0.806387819,-0.093456041
P32261,ctrl,0.798226058,-0.097874099
Q9CS72,ctrl,0.778953592,-0.108488415
Q91VW5,ctrl,0.76716647,-0.115110387
P21614,ctrl,0.758963759,-0.119778962
Q8K0E8,ctrl,0.739973835,-0.130783636
P19221,ctrl,0.735373816,-0.133491838
Q5I043,ctrl,0.724859797,-0.139745987
O08759,ctrl,0.713206102,-0.14678495
P29699,ctrl,0.709640649,-0.148961516
Q8VCM7,ctrl,0.706110666,-0.151127228
Q9D1L0,ctrl,0.693349985,-0.159047489
Q8VDC1,ctrl,0.67392941,-0.171385591
Q8K0L0,ctrl,0.668849226,-0.174671771
P29788,ctrl,0.619789514,-0.207755776
P06909,ctrl,0.612304063,-0.213032859
Q01339,ctrl,0.601918854,-0.220462053
Q3UIJ9,ctrl,0.589912494,-0.229212406
P35385,ctrl,0.553998316,-0.256491556
P06683,ctrl,0.546322901,-0.262550594
Q62318,ctrl,0.538040366,-0.269185141
Q91ZP3,ctrl,0.538040366,-0.269185141
Q9D2N9,ctrl,0.508003706,-0.294133119
Q9Z1Q2,ctrl,0.505966606,-0.295878146
P01027,ctrl,0.504393719,-0.29723033
