ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,os_log_10_HL
Q99PV0,ctrl,3.162326488,0.500006706,P19157,iso,9.485940805,0.97708041
Q8R4S0,ctrl,3.153535853,0.498797773,Q9CQ40,iso,9.485940805,0.97708041
Q61743,ctrl,3.152668081,0.49867825,Q8BTY1,iso,9.517722556,0.978533041
P62141,ctrl,3.148293472,0.498075209,P15626,iso,9.533693426,0.979261182
Q64511,ctrl,3.137860825,0.496633677,Q3URE1,iso,9.533693426,0.979261182
Q3TCH7,ctrl,3.120611837,0.494239751,Q9D1N9,iso,9.561771802,0.980538375
O55029,ctrl,3.110347587,0.492808925,P51885,iso,9.565796505,0.980721138
Q9Z0N1,ctrl,3.101857052,0.49162178,Q99N92,iso,9.565796505,0.980721138
Q9R0H0,ctrl,3.100164504,0.491384739,Q99JB2,iso,9.573856085,0.981086895
Q61990,ctrl,3.083326352,0.489019495,P10649,iso,9.598116518,0.982186018
Q99KF1,ctrl,3.083326352,0.489019495,Q9R112,iso,9.63065567,0.983655856
Q8CIN4,ctrl,3.076647657,0.488077763,Q8BUY5,iso,9.638891979,0.984027113
Q91V01,ctrl,3.066683688,0.486668983,Q8CHS7,iso,9.647008122,0.984392644
P05132,ctrl,3.063369922,0.486199444,P14206,iso,9.663416199,0.985130685
P97372,ctrl,3.063363153,0.486198484,Q9DAM5,iso,9.68001537,0.985876047
Q61249,ctrl,3.053484906,0.484795777,P57784,iso,9.68826865,0.986246173
Q8BY87,ctrl,3.053484906,0.484795777,Q7TNG5,iso,9.696536016,0.986616615
O35286,ctrl,3.037148668,0.482466051,P06745,iso,9.721422989,0.98772984
P13020,ctrl,3.01938741,0.47991884,Q8JZS9,iso,9.754805024,0.989218593
Q8BJS4,ctrl,3.01938741,0.47991884,P56376,iso,9.779992389,0.990338517
Q3U0S6,ctrl,3.005008066,0.477845642,Q8CEI1,iso,9.779992389,0.990338517
A6H611,ctrl,3.000247503,0.477157083,P16546,iso,9.788417106,0.990712467
P70313,ctrl,2.999455542,0.477042429,Q80YD1,iso,9.813778572,0.991836255
Q8C6I2,ctrl,2.998663998,0.476927806,Q3UQ84,iso,9.830759354,0.992587065
P32020,ctrl,2.990758579,0.475781357,Q99LX0,iso,9.830759354,0.992587065
P11103,ctrl,2.989185073,0.475552805,Q8C3X4,iso,9.864897822,0.994092591
O70252,ctrl,2.982907569,0.474639796,P09411,iso,9.869252069,0.994284241
Q60875,ctrl,2.979778694,0.474184011,Q9DB60,iso,9.873469518,0.99446979
Q8CGB6,ctrl,2.978210319,0.473955364,Q9QYA2,iso,9.886355028,0.995036202
A2AQ25,ctrl,2.976656377,0.473728703,Q05920,iso,9.916694287,0.996366925
Q61387,ctrl,2.973540596,0.473273872,Q60870,iso,9.934033401,0.997125616
Q62446,ctrl,2.971978778,0.473045704,Q9DC70,iso,9.934033401,0.997125616
Q5SSW2,ctrl,2.967315858,0.472363778,P35980,iso,9.947006207,0.997692389
Q9EQP2,ctrl,2.967315858,0.472363778,Q8VE38,iso,9.95136182,0.997882517
Q60714,ctrl,2.96421959,0.471910373,P17563,iso,9.951433256,0.997885635
P26645,ctrl,2.958046399,0.471004982,P08122,iso,9.9600845,0.998263023
Q6ZQB6,ctrl,2.958046399,0.471004982,P70195,iso,9.96889417,0.998646986
Q9CZ04,ctrl,2.956500812,0.470778003,P53702,iso,9.973197228,0.998834408
Q7TT50,ctrl,2.951898867,0.470101474,Q9D6M3,iso,9.995200735,0.999791521
Q61133,ctrl,2.951892581,0.47010055,P14152,iso,10.0105743,1.000458993
P60843,ctrl,2.945770574,0.46919892,P00329,iso,10.05267732,1.002281743
Q9CX80,ctrl,2.942712837,0.468747884,Q8R404,iso,10.11081877,1.004786326
Q8BYJ6,ctrl,2.939667674,0.468298237,P62281,iso,10.13795486,1.005950353
Q64462,ctrl,2.933596217,0.467400337,Q64516,iso,10.15607705,1.006725987
Q8CIZ8,ctrl,2.932076068,0.467175233,Q924M7,iso,10.21083445,1.009061235
P09528,ctrl,2.930569884,0.466952082,Q9WU79,iso,10.21090966,1.009064434
Q9CYZ2,ctrl,2.92452974,0.466056042,Q80W21,iso,10.2709013,1.011608556
Q9CQY6,ctrl,2.912529962,0.464270402,Q5U458,iso,10.27554525,1.011804876
Q9CR09,ctrl,2.906563878,0.463379872,Q9CZ30,iso,10.28484577,1.012197783
O35887,ctrl,2.894710781,0.461605179,A2ASS6,iso,10.35042379,1.014958132
Q9QXB9,ctrl,2.894710781,0.461605179,Q8VDC0,iso,10.37412528,1.015951488
O35685,ctrl,2.885876698,0.460277771,O09174,iso,10.38352741,1.016344914
P61148,ctrl,2.882947971,0.459836805,P70296,iso,10.38593896,1.016445766
P09103,ctrl,2.865487838,0.45719857,P62918,iso,10.39777959,1.016940607
Q8BMJ2,ctrl,2.861158753,0.456541955,Q9CQF0,iso,10.40730279,1.01733819
Q9JHL1,ctrl,2.859718629,0.456323305,Q9JJL8,iso,10.40730279,1.01733819
P63005,ctrl,2.853972605,0.4554498,P62267,iso,10.43134428,1.018340279
O88667,ctrl,2.85396673,0.455448906,P45377,iso,10.44572812,1.018938718
Q9CYT6,ctrl,2.845385053,0.454141046,P97823,iso,10.47453597,1.020134792
P70398,ctrl,2.839696428,0.453271915,P82350,iso,10.48427965,1.020538597
Q921N7,ctrl,2.817156132,0.449810917,Q60692,iso,10.48427965,1.020538597
Q64012,ctrl,2.814365159,0.449380446,Q9CPX7,iso,10.48427965,1.020538597
Q9EQU5,ctrl,2.814365159,0.449380446,O70250,iso,10.55235369,1.023349339
Q5EBG8,ctrl,2.81157971,0.4489504,P07310,iso,10.58191504,1.02456427
Q05144,ctrl,2.800481518,0.447232711,P47199,iso,10.59177868,1.024968898
Q9Z1G4,ctrl,2.800481518,0.447232711,P00397,iso,10.62148026,1.026185046
Q6ZQ08,ctrl,2.79772347,0.446804786,P50247,iso,10.63149938,1.026594518
Q9JLI8,ctrl,2.79772347,0.446804786,Q9D1I2,iso,10.65642525,1.027611543
P62334,ctrl,2.792223639,0.445950199,Q3UGR5,iso,10.66142446,1.027815234
Q8BGT5,ctrl,2.792223639,0.445950199,P62717,iso,10.69655068,1.029243753
P28654,ctrl,2.784003135,0.44466972,P31786,iso,10.701505,1.029444859
Q9JIF0,ctrl,2.769077532,0.442335116,O09161,iso,10.71167573,1.029857417
Q8VDJ3,ctrl,2.759651476,0.440854237,Q91YM4,iso,10.7117585,1.029860773
Q9R0L6,ctrl,2.759651476,0.440854237,P68372,iso,10.73199221,1.030680349
Q5DTJ9,ctrl,2.756973226,0.440432549,P63321,iso,10.74213775,1.031090717
P47811,ctrl,2.756304475,0.44032719,Q9CPV4,iso,10.7523025,1.031501474
Q9CU62,ctrl,2.751632291,0.439590397,Q3ULF4,iso,10.80341616,1.033561106
Q5DTX6,ctrl,2.741001422,0.437909261,P34884,iso,10.81884515,1.034180905
O09164,ctrl,2.72783048,0.435817378,P10493,iso,10.83940108,1.035005286
Q3TL26,ctrl,2.712204208,0.433322385,O55023,iso,10.83948583,1.035008682
Q62086,ctrl,2.712204208,0.433322385,P38060,iso,10.8550181,1.035630552
Q58A65,ctrl,2.696745453,0.430839955,Q64471,iso,10.8653977,1.036045627
Q9ERK4,ctrl,2.695466048,0.430633866,Q99KB8,iso,10.8653977,1.036045627
P61082,ctrl,2.691629879,0.430015341,Q9D404,iso,10.92809454,1.038544444
P29416,ctrl,2.691624653,0.430014497,Q64521,iso,10.93861443,1.038962314
Q8K4L3,ctrl,2.690355321,0.429809642,P41105,iso,10.94915459,1.039380588
Q9QYB1,ctrl,2.683995402,0.428781768,Q60766,iso,11.01299958,1.041905623
Q61768,ctrl,2.673879776,0.427141877,Q8R0F8,iso,11.01299958,1.041905623
Q8BYK6,ctrl,2.671365347,0.426733288,Q9CQL5,iso,11.01299958,1.041905623
Q9DCL9,ctrl,2.669482625,0.426427099,P09542,iso,11.01833903,1.042116131
Q9JK48,ctrl,2.663850351,0.425509824,O88322,iso,11.03438847,1.042748269
Q8BGB8,ctrl,2.6588638,0.424696091,P62892,iso,11.03974868,1.042959187
Q8K4Z5,ctrl,2.651408737,0.423476683,Q9CQX2,iso,11.0451141,1.043170207
Q9CQV1,ctrl,2.651408737,0.423476683,A2APY7,iso,11.0558606,1.043592554
O54774,ctrl,2.642161083,0.421959291,Q9DBB8,iso,11.0558606,1.043592554
P28653,ctrl,2.637862531,0.421252159,Q9D0Q7,iso,11.09905655,1.045286064
Q99L45,ctrl,2.637862531,0.421252159,Q9D880,iso,11.11525306,1.045919355
O08715,ctrl,2.63663336,0.421049743,Q9QY76,iso,11.12078135,1.046135302
P97290,ctrl,2.63663336,0.421049743,Q9R0P3,iso,11.12613654,1.046344385
Q9CR13,ctrl,2.630529602,0.420043193,P17710,iso,11.14805723,1.04719919
P19096,ctrl,2.626880893,0.419440382,P11531,iso,11.16448708,1.047838776
Q91VK1,ctrl,2.626880893,0.419440382,Q8K411,iso,11.16997447,1.04805218
Q9ER72,ctrl,2.624454038,0.419038971,Q9CPQ3,iso,11.20853771,1.049548957
Q3UH68,ctrl,2.617190424,0.417835323,Q9CZS1,iso,11.20853771,1.049548957
O88653,ctrl,2.60518476,0.415838529,P82349,iso,11.23069364,1.05040658
P05125,ctrl,2.60518476,0.415838529,Q9CZR8,iso,11.23069364,1.05040658
Q6PGB6,ctrl,2.598032139,0.414644519,Q9DBF1,iso,11.31465664,1.053641379
P97742,ctrl,2.594472964,0.414049149,Q9JI75,iso,11.31465664,1.053641379
P55284,ctrl,2.588562628,0.413058677,P52196,iso,11.32029267,1.053857655
Q5EBG6,ctrl,2.585024514,0.412464666,Q64727,iso,11.34289306,1.054723838
Q9CQK7,ctrl,2.581496058,0.411871466,O55028,iso,11.34298587,1.054727391
Q8BVZ1,ctrl,2.5791523,0.411476988,O70423,iso,11.3884592,1.05646497
Q99020,ctrl,2.572146491,0.410295699,P61514,iso,11.43429859,1.058209529
Q60631,ctrl,2.569810143,0.409901039,Q8BVI4,iso,11.43429859,1.058209529
Q9EQW7,ctrl,2.566907554,0.409410228,Q9CPW2,iso,11.43429859,1.058209529
Q8BX02,ctrl,2.559391417,0.408136709,Q8JZQ2,iso,11.45158364,1.05886555
Q9Z130,ctrl,2.558238993,0.407941114,O35857,iso,11.45735695,1.059084443
P98192,ctrl,2.552487707,0.406963659,Q8BU88,iso,11.48050849,1.059961124
Q80U63,ctrl,2.546762222,0.405988399,P35505,iso,11.49221465,1.060403729
Q9QXZ0,ctrl,2.541067024,0.40501612,Q8CG76,iso,11.49793364,1.060619798
Q9DC77,ctrl,2.541062366,0.405015324,P52503,iso,11.51828211,1.061387711
Q9EPU0,ctrl,2.53879607,0.404627817,Q9WTR5,iso,11.52134538,1.061503196
P62137,ctrl,2.537652824,0.404432206,Q9D8T7,iso,11.52718925,1.061723423
Q9CQ22,ctrl,2.537652824,0.404432206,P70290,iso,11.59768398,1.064371271
Q9QZD9,ctrl,2.535387966,0.404044425,Q8BXV2,iso,11.59768398,1.064371271
Q9CQP0,ctrl,2.533127147,0.403656989,Q9CPY7,iso,11.60953321,1.064814758
P97467,ctrl,2.528617583,0.402883154,Q5SWT3,iso,11.62140669,1.0652587
P35293,ctrl,2.519637295,0.401338028,Q61235,iso,11.62140669,1.0652587
Q8BIF0,ctrl,2.519637295,0.401338028,Q9CQ89,iso,11.62140669,1.0652587
Q501J2,ctrl,2.51295066,0.400183962,Q9CQA3,iso,11.6334021,1.065706739
Q6PD31,ctrl,2.511284543,0.399895924,Q91UZ5,iso,11.6454223,1.066155242
P10630,ctrl,2.50740098,0.399223791,Q9CRA7,iso,11.6454223,1.066155242
Q5XJY5,ctrl,2.506299421,0.399032954,Q9ERI6,iso,11.6454223,1.066155242
Q61595,ctrl,2.501875758,0.398265739,Q9D0K2,iso,11.65736933,1.066600556
Q5GIG6,ctrl,2.499674284,0.397883422,Q59J78,iso,11.67523759,1.067265727
Q99MR9,ctrl,2.497476681,0.397501442,Q8VCW8,iso,11.69335797,1.067939245
Q922D8,ctrl,2.493093047,0.396738487,Q8CGK3,iso,11.73254762,1.069392325
Q8VD75,ctrl,2.488715839,0.395975312,Q91Z53,iso,11.73552723,1.069502606
Q9WVE8,ctrl,2.486541914,0.395595784,Q9D0F9,iso,11.74168991,1.069730607
Q9Z1Z2,ctrl,2.486537454,0.395595005,P43023,iso,11.8026696,1.07198025
Q501J6,ctrl,2.475702481,0.393698452,P17182,iso,11.83339759,1.073109457
P39447,ctrl,2.469237907,0.392562935,Q9ES97,iso,11.8395624,1.073335651
Q8C0L9,ctrl,2.469237907,0.392562935,Q9CQ92,iso,11.84573363,1.073561963
Q9JMH9,ctrl,2.469237907,0.392562935,P17095,iso,11.86428599,1.074241607
Q9Z1Q5,ctrl,2.467093472,0.392185604,P51667,iso,11.95802951,1.077659621
Q8CIE6,ctrl,2.458548489,0.390678778,Q9ESD7,iso,12.02128305,1.079950823
Q70KF4,ctrl,2.458544129,0.390678008,Q923D2,iso,12.10462568,1.082951364
Q91WK2,ctrl,2.450062495,0.389177162,Q9WTP6,iso,12.11753401,1.083414247
Q8BK03,ctrl,2.437440635,0.386934047,P97478,iso,12.15642471,1.084805865
Q9DBH5,ctrl,2.432744102,0.386096428,P62245,iso,12.26136422,1.088538793
Q8BRK8,ctrl,2.427019918,0.385073341,Q61001,iso,12.27471787,1.089011519
P51150,ctrl,2.425983594,0.38488786,P45376,iso,12.28788279,1.08947706
O55135,ctrl,2.416696351,0.383222086,Q9DC07,iso,12.3818292,1.092784809
Q9D7S9,ctrl,2.416696351,0.383222086,Q9DAK9,iso,12.42243773,1.094206828
Q8CGY6,ctrl,2.400347615,0.38027414,Q9R0Y5,iso,12.4633135,1.095633519
Q3TFQ1,ctrl,2.400343459,0.380273388,Q8BL65,iso,12.49071379,1.096587257
Q8K310,ctrl,2.398321118,0.379907332,Q9CZL5,iso,12.51823483,1.097543094
Q9JJ28,ctrl,2.398321118,0.379907332,Q8VE95,iso,12.52502088,1.097778459
Q99P31,ctrl,2.39225798,0.378808012,Q91ZE0,iso,12.55974452,1.098980805
Q9CY58,ctrl,2.388235632,0.378077174,Q9CR24,iso,12.57364233,1.099461102
P09405,ctrl,2.38622542,0.377711468,Q5IRJ6,iso,12.60153042,1.100423292
Q00897,ctrl,2.384218588,0.37734607,Q9WVA2,iso,12.62954249,1.101387618
Q3U1J4,ctrl,2.376237123,0.375889776,Q61102,iso,12.6437106,1.101874547
Q924C5,ctrl,2.364366636,0.373714822,P10639,iso,12.65074886,1.102116234
O88967,ctrl,2.362400414,0.37335351,Q6ZWV7,iso,12.65767938,1.102354091
Q9D1E6,ctrl,2.360437458,0.372992498,Q8K3J1,iso,12.65767938,1.102354091
Q9D832,ctrl,2.360437458,0.372992498,P51881,iso,12.70012057,1.103807844
Q61749,ctrl,2.356513307,0.372269896,P48758,iso,12.71433095,1.104293512
Q8BU85,ctrl,2.353584738,0.371729839,P58281,iso,12.71444756,1.104297495
Q922D4,ctrl,2.348719933,0.370831234,P11352,iso,12.74284733,1.10526648
Q8CC21,ctrl,2.344842545,0.370113685,Q9Z2D6,iso,12.76443623,1.106001638
Q9Z204,ctrl,2.336157182,0.36850206,Q9D1I5,iso,12.7860984,1.106738043
Q8BHG1,ctrl,2.316141988,0.36476518,Q9QUH0,iso,12.85832285,1.109184326
Q5SW19,ctrl,2.314258987,0.364411959,Q8CG72,iso,12.8730092,1.10968008
Q8BX70,ctrl,2.310490602,0.363704206,P70404,iso,12.91690918,1.111158606
Q9ERR7,ctrl,2.304862895,0.362645096,Q9D1G3,iso,12.93160912,1.111652569
Q80X50,ctrl,2.296474453,0.361061618,Q9D023,iso,13.03545305,1.11512613
P63085,ctrl,2.284462954,0.35878412,Q99JY0,iso,13.0504242,1.115624629
Q6ZWR6,ctrl,2.273485831,0.356692252,Q9JIY5,iso,13.06542978,1.1161237
Q5SWU9,ctrl,2.272122034,0.356431653,P43024,iso,13.07306879,1.116377547
Q8BKC5,ctrl,2.266231108,0.355304197,Q9CWD8,iso,13.23305041,1.121659967
Q9CX34,ctrl,2.255428084,0.353228984,Q8R086,iso,13.27550262,1.123050973
Q9DCH4,ctrl,2.251845051,0.352538503,P56392,iso,13.34964958,1.125469866
Q8BK63,ctrl,2.24295522,0.350820603,Q9WVH9,iso,13.38897393,1.126747296
P0C605,ctrl,2.216687765,0.345704524,O70622,iso,13.40476862,1.127259322
Q9CXT8,ctrl,2.202071606,0.342831437,P04247,iso,13.40476862,1.127259322
Q61586,ctrl,2.199510627,0.342326065,P47791,iso,13.40476862,1.127259322
Q8K3W2,ctrl,2.188493056,0.340145173,Q9CXD6,iso,13.53248044,1.131377408
O70492,ctrl,2.172582318,0.336976241,Q8K1Z0,iso,13.58100201,1.132931813
P07759,ctrl,2.170922025,0.336644225,Q8BFP9,iso,13.66291848,1.135543477
P26231,ctrl,2.16265173,0.334986587,Q78J03,iso,13.67936651,1.136065986
Q9QYC0,ctrl,2.156082737,0.333665422,P70695,iso,13.69571888,1.136584833
Q69ZR2,ctrl,2.154444208,0.333335252,Q924X2,iso,13.69585419,1.136589124
P42703,ctrl,2.152811511,0.333006007,Q9DCV4,iso,13.72052457,1.137370716
Q3THK7,ctrl,2.151181286,0.332677011,Q5M8N4,iso,13.72066036,1.137375014
Q69ZS7,ctrl,2.125416424,0.327444032,O35435,iso,13.77054327,1.138951074
Q61830,ctrl,2.111193898,0.324528122,Q9CR21,iso,13.81239026,1.140268841
Q60737,ctrl,2.089441609,0.320030239,Q9DB73,iso,13.82920036,1.140797069
Q5SRX1,ctrl,2.078732694,0.317798647,Q9D0G0,iso,13.8334783,1.140931393
Q61207,ctrl,2.065123011,0.314945926,P63030,iso,13.83762077,1.141061424
P28665,ctrl,2.047251581,0.311171215,Q8CC88,iso,13.96530933,1.14505056
Q9EPL8,ctrl,2.042834961,0.310233282,P50544,iso,13.98235291,1.145580259
Q9Z2X1,ctrl,2.029689786,0.307429666,Q61554,iso,13.99957951,1.146114991
Q61081,ctrl,2.026793552,0.306809514,Q2TPA8,iso,14.04297454,1.147459109
O70373,ctrl,1.992649692,0.299430956,Q9D8B4,iso,14.06035094,1.147996161
P63087,ctrl,1.976011188,0.295789399,P47915,iso,14.10383715,1.149337285
Q9CSU0,ctrl,1.9732604,0.2951844,Q5F285,iso,14.10383715,1.149337285
Q61191,ctrl,1.967792908,0.293979391,Q8R127,iso,14.10383715,1.149337285
Q61730,ctrl,1.963706568,0.293076593,Q9CXS4,iso,14.2099506,1.152592568
P01872,ctrl,1.962352853,0.292777101,Q9D0L4,iso,14.2099506,1.152592568
Q6NZJ6,ctrl,1.962350075,0.292776486,Q9D1Q6,iso,14.22774294,1.15313601
Q61838,ctrl,1.960998229,0.292477201,Q8K4Z3,iso,14.24557989,1.153680133
Q8VH51,ctrl,1.960318846,0.292326715,Q6P8J7,iso,14.24997287,1.153814038
P19324,ctrl,1.942214384,0.288297166,Q9CQ91,iso,14.3172293,1.15585898
Q9QZN4,ctrl,1.93295811,0.286222442,Q9D6U8,iso,14.45396629,1.159987038
Q8VDM6,ctrl,1.917297601,0.282689529,P08228,iso,14.45863956,1.160127431
P98078,ctrl,1.909559491,0.280933193,Q3TLP5,iso,14.48159745,1.160816471
Q63810,ctrl,1.906990485,0.280348526,Q61292,iso,14.55579968,1.16303607
Q6PDG5,ctrl,1.901883591,0.279183932,Q9ESW4,iso,14.56528148,1.163318882
Q9JHS4,ctrl,1.899972947,0.278747417,Q5GIG6,iso,14.59318667,1.164150138
P46412,ctrl,1.891746261,0.276862884,Q91V12,iso,14.63107505,1.165276238
Q9CQ45,ctrl,1.89174368,0.276862292,Q99N89,iso,14.66885024,1.166396075
Q9QYS9,ctrl,1.886715446,0.275706405,P00416,iso,14.706821,1.167518807
P61750,ctrl,1.881716425,0.274554176,P08032,iso,14.7161882,1.167795333
Q9QZE5,ctrl,1.876738743,0.27340382,Q8BH86,iso,14.72588019,1.168081263
Q8K1B8,ctrl,1.852250101,0.267699627,P85094,iso,14.76414715,1.169208365
P06728,ctrl,1.82369719,0.260952729,Q3UN90,iso,14.80261352,1.1703384
Q921I1,ctrl,1.81902135,0.259837796,Q8BHC4,iso,14.82192196,1.170904522
Q922J3,ctrl,1.816694791,0.259281971,Q9R0X4,iso,14.86069036,1.172038985
P35282,ctrl,1.80974596,0.257617616,Q8BW75,iso,14.87041417,1.172323065
O54931,ctrl,1.805145997,0.256512333,Q60930,iso,14.88015071,1.17260733
P32233,ctrl,1.805145997,0.256512333,Q91VM9,iso,14.94866516,1.174602414
Q9QX11,ctrl,1.791476092,0.253211017,Q3URS9,iso,14.96851838,1.175178815
Q9Z1R2,ctrl,1.784718485,0.251569722,Q91YT0,iso,15.04780801,1.177473242
Q8VCI5,ctrl,1.772462549,0.248577068,Q8K2B3,iso,15.05761477,1.177756182
Q9Z0P5,ctrl,1.742011333,0.241050976,O55142,iso,15.26016425,1.183559208
Q61147,ctrl,1.734561317,0.239189657,Q9DCZ4,iso,15.27041804,1.183850926
Q9DBC7,ctrl,1.729279696,0.237865242,O35658,iso,15.29079836,1.184430161
Q9WTX5,ctrl,1.726123125,0.237071771,P62911,iso,15.3218944,1.185312465
Q8C5Q4,ctrl,1.717768764,0.234964701,Q9CQR4,iso,15.40498234,1.187661205
Q8BZI0,ctrl,1.709494883,0.232867805,O88441,iso,15.43620124,1.188540432
Q8R5L3,ctrl,1.693183953,0.228704144,Q3V384,iso,15.44686517,1.188840356
Q9D8B3,ctrl,1.691165914,0.228186217,P43275,iso,15.46789209,1.189431134
O89020,ctrl,1.688150943,0.227411276,Q91WD5,iso,15.51011816,1.190615106
Q6PGL7,ctrl,1.667329401,0.222021408,P02468,iso,15.54734272,1.191656172
Q8BWA5,ctrl,1.665374487,0.221511907,Q8BMF3,iso,15.57389131,1.192397139
Q7TPW1,ctrl,1.661474397,0.220493653,Q91YP0,iso,15.60615064,1.193295795
Q925F2,ctrl,1.661474397,0.220493653,P26443,iso,15.65974246,1.194784615
Q9CW03,ctrl,1.65953318,0.21998594,Q9QZQ8,iso,15.68135335,1.195383541
P61021,ctrl,1.656629846,0.219225481,Q0II04,iso,15.70320183,1.195988213
Q811U4,ctrl,1.653732707,0.218465316,Q9WTP7,iso,15.72475455,1.196583875
Q6A026,ctrl,1.642256452,0.215440977,P02469,iso,15.75764255,1.197491245
Q91ZU6,ctrl,1.642256452,0.215440977,Q99LC3,iso,15.77413819,1.197945641
P46935,ctrl,1.641305663,0.215189468,P41216,iso,15.77952468,1.198093917
P32067,ctrl,1.638463765,0.214436841,Q9D0S9,iso,15.81246206,1.198999496
Q61655,ctrl,1.630232584,0.212249569,P59017,iso,15.81264242,1.19900445
A2AGT5,ctrl,1.612408913,0.20747519,Q9D2N4,iso,15.83467768,1.199609227
G5E870,ctrl,1.60693264,0.205997672,Q99KR7,iso,15.8399246,1.19975311
Q00898,ctrl,1.605116712,0.205506617,Q8BGP6,iso,15.85677443,1.200214848
Q8BUK6,ctrl,1.599689778,0.20403577,Q9CZ42,iso,15.87875106,1.20081634
Q8BP40,ctrl,1.599239497,0.203913507,Q9D6J6,iso,15.90097107,1.201423648
Q4U4S6,ctrl,1.588948904,0.201109932,P11404,iso,15.91210442,1.20172762
Q9DBG7,ctrl,1.587169737,0.200623374,Q99MR8,iso,15.9457816,1.202645812
Q91VC3,ctrl,1.573099984,0.196756327,Q9D8Y1,iso,15.9457816,1.202645812
Q8C1Q6,ctrl,1.555857988,0.191969954,Q71RI9,iso,15.97941745,1.203560943
P60122,ctrl,1.554155599,0.191494497,Q8R1S0,iso,15.99066096,1.203866415
P70122,ctrl,1.552456931,0.191019561,P24472,iso,16.0019203,1.204172103
Q9EQQ9,ctrl,1.54906725,0.190070272,Q71LX4,iso,16.02430138,1.204779104
Q8VEJ9,ctrl,1.542335532,0.188178864,Q9DCM2,iso,16.03004546,1.204934754
A2ADF7,ctrl,1.527398488,0.183952356,Q99NB1,iso,16.13827966,1.207857237
O89017,ctrl,1.484280631,0.17151602,P99028,iso,16.14974792,1.208165748
A2AJI0,ctrl,1.478099096,0.169703551,Q922B1,iso,16.14974792,1.208165748
Q9ERP3,ctrl,1.474260539,0.168574241,Q9WVL0,iso,16.14974792,1.208165748
O70571,ctrl,1.471968835,0.167898615,Q91VD9,iso,16.24798539,1.21079952
Q9JI78,ctrl,1.471968835,0.167898615,Q9D7J9,iso,16.26533335,1.211262968
Q91X72,ctrl,1.465886114,0.166100231,A2ASQ1,iso,16.28864926,1.211885072
Q9ESL4,ctrl,1.448683359,0.160973471,P03921,iso,16.32394095,1.212825015
Q01279,ctrl,1.423265095,0.153285799,O55137,iso,16.45414187,1.216275238
Q91W50,ctrl,1.420418495,0.152416319,Q9CQZ5,iso,16.50193269,1.217534811
P23953,ctrl,1.380364316,0.139993724,Q9JJW5,iso,16.53776109,1.218476714
O35143,ctrl,1.374848745,0.138254922,Q7TQ48,iso,16.6102847,1.220377076
Q8BPM0,ctrl,1.373683943,0.137886822,Q8BK30,iso,16.7081795,1.222929132
O70548,ctrl,1.367070614,0.135790948,Q8BGX2,iso,16.74511235,1.223888066
Q99MS7,ctrl,1.367069266,0.13579052,Q9CXZ1,iso,16.75745961,1.224208181
P98156,ctrl,1.359216059,0.133288497,Q91VN4,iso,16.81947006,1.225812308
Q9R1P1,ctrl,1.347603322,0.129562073,Q9WV98,iso,16.86325371,1.226941374
Q61584,ctrl,1.311497061,0.117767322,Q9Z1P6,iso,16.89449109,1.227745114
Q9QZF2,ctrl,1.304268891,0.115367136,Q3TC72,iso,16.94487803,1.229038447
Q9ET54,ctrl,1.301875543,0.114569469,Q8K2C6,iso,16.94487803,1.229038447
Q8VBT1,ctrl,1.294750334,0.112186032,P84099,iso,16.97018437,1.229686561
P39876,ctrl,1.288581245,0.110111806,P03888,iso,17.04655896,1.231636725
P01898,ctrl,1.287705084,0.10981641,O89106,iso,17.07217016,1.232288731
P54823,ctrl,1.280733726,0.107458846,Q8VEM8,iso,17.07217016,1.232288731
Q61703,ctrl,1.278427077,0.10667596,Q6P3A8,iso,17.09785843,1.232941717
Q02819,ctrl,1.273837444,0.105114011,Q7TMF3,iso,17.1431054,1.234089495
Q8K2I3,ctrl,1.267017348,0.102782561,P97450,iso,17.17581476,1.234917348
Q7TPV4,ctrl,1.256363736,0.099115392,Q925I1,iso,17.20181612,1.235574301
P20918,ctrl,1.224397215,0.087922333,Q60932,iso,17.24740114,1.236723664
O08677,ctrl,1.212889916,0.083821385,Q99J39,iso,17.25405572,1.236891196
Q61702,ctrl,1.210302993,0.082894107,Q9Z2I0,iso,17.2932284,1.237876077
P01887,ctrl,1.180610722,0.072106723,Q9CPP6,iso,17.30661358,1.238212097
Q9CXW3,ctrl,1.153743511,0.062109272,P52825,iso,17.33301277,1.238874057
Q9DBN5,ctrl,1.135288816,0.055106359,P67778,iso,17.41269577,1.240866012
P21460,ctrl,1.128071928,0.052336792,Q9DCT2,iso,17.43941983,1.241532033
P11152,ctrl,1.122718281,0.050270794,Q9JI39,iso,17.52008646,1.243536245
Q8BGN2,ctrl,1.106959718,0.044131817,A2AIL4,iso,17.58810405,1.245219026
Q921U8,ctrl,1.101805004,0.04210474,P99029,iso,17.60150281,1.245549749
P26262,ctrl,1.073070459,0.030628239,Q8R1I1,iso,17.62881,1.246222997
P11276,ctrl,1.070238901,0.029480733,Q9JHI5,iso,17.63576222,1.246394235
Q80XB4,ctrl,1.041959943,0.017851023,P03899,iso,17.64271993,1.24656554
Q9DBD0,ctrl,1.02097666,0.009015814,Q6A068,iso,17.65620206,1.24689729
P16675,ctrl,1.018778256,0.008079667,Q9EQ20,iso,17.71146863,1.248254574
